cell,replicate,seed,regime,b,beta,n,population_gap,valid,status,gap,I1,se,score,wald,p_gap,p_score,p_wald,naive_p,kish_p,ess,a2,max_weight,moment_error,condition,iterations,gap_kl_error,gap_score_error,lr_identity_error,score_discrepancy,eig_min,eig_max,min_sampling_eigenvalue,dual_entropy_discrepancy,fit_seconds,refinement_status,refinement_tolerance,refined_full_status,refined_reduced_status,scaled_refinement,lower,upper,error,covered
fixed_b0.6_n800,0,2035121601,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.026764082220920526,0.7567202097088277,0.008683774738949785,51.285559700401485,27.694960432892934,2.882985908663466e-06,2.728477760360483e-07,9.685359684847152e-07,5.025802552857798e-10,5.025802552857743e-10,800.0000000000005,800.0000000000005,0.00125,1.559128381956043e-10,9.94652283424344,11,-1.0157957114342864e-10,1.27675647831893e-15,2.0392576516314875e-12,-4.231514073464311,1.176336400524569,1.8677209221379663,0.176327172937281,3.0879299117714254e-10,0.0015866670291870832,ok,0.001,ok,ok,1.7763568394002505e-13,0.009744196482720239,0.04378396795912082,-0.0026596442842463652,True
fixed_b0.6_n800,1,2035121602,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.01098686767258128,0.7990789151878537,0.0060104723396334865,20.554165848926022,10.557053811580206,0.004212058911891416,0.0018258721241888776,0.005099937951032408,0.0001523250036199569,0.000152325003619956,800.0000000000005,800.0000000000005,0.00125,6.572520305780927e-14,13.68954245299708,11,-2.6357388493991607e-14,-7.546047120499111e-16,-1.2114753644709708e-12,-1.487588786397982,0.9981531364257119,1.9623911052070806,0.13407251922755095,1.8429702208777599e-13,0.0015684999525547028,ok,0.001,ok,ok,3.552713678800501e-13,-0.000793441643174549,0.022767176988337107,-0.018436858832585612,False
fixed_b0.6_n800,2,2035121603,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.04287606451778214,0.7866017971780339,0.011166398788946425,86.20606298609766,39.489511954850194,3.43216790323941e-08,5.582342401285272e-10,2.6604887845981706e-09,1.2686137649775108e-15,1.2686137649774828e-15,800.0000000000005,800.0000000000005,0.00125,3.417266469796232e-13,10.88242371461148,12,-2.687017275349035e-13,-1.4363510381087963e-15,-2.2879476091475226e-12,-8.802179878823097,1.1739192197612405,2.1970519627286795,0.16061652379442323,6.716849298982197e-13,0.0016762090381234884,ok,0.001,ok,ok,5.329070518200751e-13,0.020990325054435474,0.06476180398112881,0.01345233801261525,True
fixed_b0.6_n800,3,2035121604,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.037637041613738376,0.803601147923259,0.011022302109778203,77.58791882100297,30.19041916119523,1.7535423575791565e-06,5.2899747181599734e-08,2.78120995982316e-07,8.385952721352694e-14,8.385952721352538e-14,800.0000000000005,800.0000000000005,0.00125,9.054978988842777e-13,9.873549216107111,12,-7.624734177369419e-13,3.0531133177191805e-16,4.760636329592671e-13,-8.684326119510768,1.1192030212291042,2.5702976993347946,0.1487210182197577,1.7921220063499277e-12,0.001682833069935441,ok,0.001,ok,ok,7.105427357601002e-13,0.016033726451853244,0.059240356775623504,0.008213315108571484,True
fixed_b0.6_n800,4,2035121605,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.02177862069738068,0.7873025021542466,0.007959481552501523,42.36853571121352,21.896955421049437,3.6796797614357034e-05,4.7669352774339265e-06,1.758476403749996e-05,2.712265289884334e-08,2.712265289884308e-08,800.0000000000005,800.0000000000005,0.00125,1.7893808657021282e-10,10.34799131201596,11,-1.193041776481607e-10,-5.828670879282072e-16,-9.237055564881302e-13,-3.7613712977022047,1.1721184809029501,1.935030079648728,0.16269051974009052,3.7354364046393584e-10,0.0015631667338311672,ok,0.001,ok,ok,3.552713678800501e-13,0.006178323518866739,0.03737891787589462,-0.007645105807786212,True
fixed_b0.6_n800,5,2035121606,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.03328934221780111,0.7996404996482718,0.010085547716259998,67.54833371254227,29.465754429894673,2.203729569553309e-06,8.823765908346162e-08,3.995698613963933e-07,2.7170516540394555e-12,2.717051654039415e-12,800.0000000000005,800.0000000000005,0.00125,6.761258219967203e-14,10.080611828033335,12,-2.8657631823136853e-14,3.95516952522712e-16,6.536993168992922e-13,-7.142693082030235,1.1658516414372952,2.30271242886764,0.15658978126321435,1.8962609260597674e-13,0.001673166872933507,ok,0.001,ok,ok,0.0,0.013522031929571323,0.053056652506030894,0.0038656157126342183,True
fixed_b0.6_n800,6,2035121607,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.018192597239119923,0.7814741171083845,0.0071041643027553785,34.80126422207043,19.851789950573938,8.893414620796037e-05,1.591794961493816e-05,4.889208794516492e-05,4.7779799838473e-07,4.777979983847256e-07,800.0000000000005,800.0000000000005,0.00125,1.1347700556996188e-11,10.833229154812473,11,-6.973720212410939e-12,-1.0200174038743626e-15,-1.6342482922482304e-12,-2.8465543197392673,1.1973064965582392,1.7532308166665311,0.16890374935787797,2.4011015398173186e-11,0.0015598749741911888,ok,0.001,ok,ok,1.7763568394002505e-13,0.004268691065464276,0.03211650341277557,-0.011231129266046969,True
fixed_b0.6_n800,7,2035121608,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.031102325101690642,0.7464414680594822,0.009517558427860874,60.17988093630235,30.673730962627907,1.0141350832315202e-06,6.927795871376384e-08,2.184157497766222e-07,1.562951376049309e-11,1.562951376049286e-11,800.0000000000005,800.0000000000005,0.00125,2.1094237467877974e-15,8.729595482527445,12,1.249000902703301e-16,7.355227538141662e-16,1.1723955140041653e-12,-5.208080386798645,1.1264748754398108,2.011131537366996,0.1720061118579148,4.884981308350689e-15,0.0016665840521454811,ok,0.001,ok,ok,3.552713678800501e-13,0.01244825336232767,0.04975639684105361,0.0016785985965237504,True
fixed_b0.6_n800,8,2035121609,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.020725168318255882,0.850191762281971,0.008464124096969136,42.01611664287111,16.514161684536578,0.000493449085729155,8.141608578186705e-05,0.00025941516076828083,6.299977672525648e-08,6.29997767252559e-08,800.0000000000005,800.0000000000005,0.00125,1.3229417561433365e-12,13.799996182870487,12,-1.033895191682177e-15,6.938893903907228e-18,7.105427357601002e-15,-4.427923666830839,1.0402175594641325,2.6191081272144,0.12079447240894259,4.0039083160081645e-12,0.0016689987387508154,ok,0.001,ok,ok,0.0,0.0041357899275187675,0.03731454670899299,-0.00869855818691101,True
fixed_b0.6_n800,9,2035121610,fixed,0.6,0.6,800,0.02942372650516689,True,ok,0.03704853186367418,0.777148097595441,0.010720020366161513,73.25150610753018,31.82563398789891,6.401921777395085e-07,2.877160889109867e-08,1.2278671710890086e-07,1.3428318675190776e-13,1.3428318675190529e-13,800.0000000000005,800.0000000000005,0.00125,1.6653345369377348e-14,10.61232502192764,12,-4.538036613155327e-15,6.938893903907228e-18,2.842170943040401e-14,-6.9869275628257235,1.1119073623533033,2.3293888713788213,0.15689336977181242,4.574118861455645e-14,0.001671833684667945,ok,0.001,ok,ok,8.881784197001252e-13,0.016037678032461734,0.05805938569488663,0.007624805358507292,True
