law,weights,replicate,ess,max_weight,D4,moment_error,success,condition,I1,I2,I3,I4
unimodal,pareto,55,181.7311431022711,0.03224115269857821,1.1006221916018584,8.872180767838245e-11,True,10304.506823318294,1.0985092915691292,0.00010601126460896282,0.001720027978728389,0.00028686078939177406
unimodal,equal,56,400.00000000000006,0.0025,1.1167956648856059,9.603429163007604e-14,True,3839.5943131864533,1.0994596028238681,0.011175942055407173,0.005793692011831553,0.0003664279944990412
unimodal,pareto,56,4.287059343778889,0.4802614858899032,1.5461799954990028,1.4819545590682992e-10,True,82087.42702249692,1.2832864242497886,0.10938190090372579,0.03942850944013099,0.11408316090535742
unimodal,equal,57,400.00000000000006,0.0025,0.9993654085332526,6.721012635324541e-11,True,12468.990424451682,0.9948642312363427,0.0008006242598570523,0.0002036739360451456,0.0034968791010077105
unimodal,pareto,57,125.67495609658688,0.030741118016274913,0.9721338963272075,1.316217135283182e-10,True,157392.00222847448,0.9570992835229837,0.004733309761921767,0.006120850052556026,0.0041804529897460085
unimodal,equal,58,400.00000000000006,0.0025,1.0864810731558308,5.0610182711352536e-11,True,517116.1118808853,1.0764294374990313,0.0007994425096513602,0.00670029138088335,0.0025519017662647414
unimodal,pareto,58,167.46735141967775,0.03588124874425085,1.1072269032297655,5.158029559027e-11,True,909183.0931652037,1.0844131423134837,0.0075765096536648535,0.006220084070037046,0.009017167192579834
unimodal,equal,59,400.00000000000006,0.0025,1.010988871590671,4.563482924879736e-11,True,45330.08509775226,1.0015528290431832,0.004026115473087621,0.004633934135668039,0.0007759929387320952
unimodal,pareto,59,85.91441361241134,0.0765206777428283,1.0506414535263957,4.2743586448068527e-14,True,282716.6980407264,1.030614470319068,0.0003057431502360153,0.0147089715165456,0.005012268540546039
unimodal,equal,60,400.00000000000006,0.0025,1.0228703533527597,6.573408484200627e-12,True,8612.580921386623,1.014598687304034,0.0028677502668870147,0.005189727161121649,0.00021418862071698186
unimodal,pareto,60,183.15065499304694,0.02346789708000885,1.0829700253513233,8.078093749475102e-12,True,3748.334317374715,1.073496063620734,0.0008349716528970319,0.007264995972342092,0.001373994105350107
unimodal,equal,61,400.00000000000006,0.0025,0.983088997007902,2.0750068330244176e-13,True,1152.093348316735,0.9810590365047358,7.97382047474926e-05,0.00023279970684386697,0.0017174225915748131
unimodal,pareto,61,168.82166639395336,0.03761752435689447,1.01017799716056,7.911526989090589e-11,True,1399.3459234997295,1.0078253955121537,0.0003526685767183402,0.00029231661716000445,0.0017076164545279937
unimodal,equal,62,400.00000000000006,0.0025,0.970442801224169,1.2292944440162046e-11,True,13729.718763948174,0.9610285870871134,0.0008708303160918085,0.0029227766342039274,0.0056206071867599405
unimodal,pareto,62,78.68662972635391,0.05992991850159841,0.8859150138564127,4.287514787648661e-11,True,6631.2701998939565,0.8718555527712741,0.008148053363465912,0.0016807922945263343,0.0042306154271463114
unimodal,equal,63,400.00000000000006,0.0025,1.0113151199050887,1.9475532297974496e-12,True,644.2038312552904,1.0045282785175838,0.004492393684719875,0.0005811543025275867,0.0017132934002574984
unimodal,pareto,63,163.32963425650252,0.03268094828365402,1.0171396729054347,2.1580515152663793e-12,True,1163.073467687795,0.9974041409030345,0.006986195656696559,0.00010801416158479071,0.012641322184118842
unimodal,equal,64,400.00000000000006,0.0025,1.085732543764351,3.809175197488912e-13,True,64762.791621706965,1.0804895725069064,0.0001710971336668088,0.004911681302802506,0.0001601928209753467
unimodal,pareto,64,100.11623103648265,0.05034296829585727,1.1312208545503246,1.5041523582226546e-11,True,531308.8984181721,1.113667766242366,0.0022749593943149904,0.006380165656897141,0.008897963256746522
unimodal,equal,65,400.00000000000006,0.0025,1.0374514986373722,1.7041712485621474e-10,True,139197.92808355673,1.0328065824080168,0.003405928565634042,0.0003331667037969055,0.0009058209599244194
unimodal,pareto,65,64.88598085488952,0.0749997372258171,1.087314223259991,4.4924175490734797e-11,True,425115.75739502633,1.068631308257332,0.006277650776125743,0.001701729914382888,0.010703534312150431
unimodal,equal,66,400.00000000000006,0.0025,1.028068648436304,1.0195178035132813e-12,True,3301.686190983622,1.01650220526389,0.007433308319216625,0.0027074273827993878,0.0014257074703980521
