replicate,seed,I1,p1,valid1,I2,p2,valid2,I3,p3,valid3,I4,p4,valid4,tail,p_tail,valid_tail,holm_I1,holm_I2,holm_I3,holm_I4,holm_tail,would_stop_at_first
63,919326,0.0006648361218723037,0.5872322259453959,True,0.0005782910047251832,0.6083316590606827,True,0.0014596025046977098,0.31038317133651283,True,0.185380549672215,3.488350732277199e-66,True,0.18741844318163753,6.1031431187061336e-05,True,1.0,1.0,0.9311495140095385,1.7441753661385995e-65,0.00024412572474824534,True
64,919327,0.0008042944138186431,0.5251844792396358,True,0.00022724880327854675,0.8219706984308772,True,0.0007703214129094992,0.5395899674948774,True,0.1609631222807501,5.0536087046057837e-57,True,0.1619606924969373,6.1031431187061336e-05,True,1.0,1.0,1.0,2.526804352302892e-56,0.00024412572474824534,True
65,919328,0.002778898744725716,0.1076141566571065,True,0.000802260260092229,0.5068113489475357,True,0.0003743832186094524,0.7409273056210337,True,0.16738902338772282,7.625007296800694e-60,True,0.16856566686642413,6.1031431187061336e-05,True,0.3228424699713195,1.0,1.0,3.812503648400347e-59,0.00024412572474824534,True
66,919329,0.003798206176839382,0.047372537374222354,True,0.00045366361501467806,0.6796801118608671,True,0.0011620690676540004,0.39422855181888083,True,0.1494579856635985,3.7982210148276737e-53,True,0.15107371834626712,6.1031431187061336e-05,True,0.14211761212266705,0.7884571036377617,0.7884571036377617,1.8991105074138368e-52,0.00024412572474824534,False
67,919330,4.119017371264548e-05,0.9675684762318186,True,0.0009608829578754708,0.4458651661423949,True,0.0019527895149712847,0.20901708894701976,True,0.16303871276799387,2.9565447516512414e-58,True,0.1659523852408409,6.1031431187061336e-05,True,0.9675684762318186,0.8917303322847898,0.6270512668410593,1.4782723758256207e-57,0.00024412572474824534,True
68,919331,0.0019256519174743847,0.21357285479596494,True,0.0016225490763435613,0.26486373978699684,True,0.0017040033363133417,0.25510123297458354,True,0.1373230858354141,2.0125161967955588e-47,True,0.1406496382480711,6.1031431187061336e-05,True,0.6407185643878948,0.6407185643878948,0.6407185643878948,1.0062580983977793e-46,0.00024412572474824534,True
69,919332,0.002974571076866696,0.09194590269448744,True,0.0008304592957035012,0.49218570688078045,True,0.00032310694731378826,0.7720990619708246,True,0.19402738737101158,2.3369506664799753e-71,True,0.19518095361402896,6.1031431187061336e-05,True,0.2758377080834623,0.9843714137615609,0.9843714137615609,1.1684753332399876e-70,0.00024412572474824534,True
70,919333,0.0038575459333525346,0.0451765236119428,True,0.0008256549528947704,0.49351163866552905,True,0.000947674012252795,0.46810726786819623,True,0.2011573174655839,1.5705446528591e-74,True,0.20293064643073028,6.1031431187061336e-05,True,0.1355295708358284,0.9362145357363925,0.9362145357363925,7.8527232642955e-74,0.00024412572474824534,False
71,919334,0.0027234657870661436,0.11252635152299031,True,0.0015899768490989967,0.2714763854260336,True,5.422058692762868e-05,0.9575479671337435,True,0.141064249238723,1.1455125126286441e-51,True,0.14270844667475,6.1031431187061336e-05,True,0.33757905456897097,0.5429527708520672,0.9575479671337435,5.72756256314322e-51,0.00024412572474824534,True
72,919335,0.0005238524169141692,0.6572116803375592,True,0.0026878953017183613,0.11810699029703542,True,0.002914154755523061,0.09662907680323324,True,0.16820462719094936,9.217957279546117e-60,True,0.17380667724819016,6.1031431187061336e-05,True,0.6572116803375592,0.2898872304096997,0.2898872304096997,4.608978639773058e-59,0.00024412572474824534,True
73,919336,0.0017003152192544193,0.25592356903086944,True,0.0014811314495110344,0.29414526854071676,True,0.0005871895113473006,0.6250974020941931,True,0.16651137887668527,1.3516229994456696e-59,True,0.16857969983754342,6.1031431187061336e-05,True,0.7677707070926083,0.7677707070926083,0.7677707070926083,6.758114997228348e-59,0.00024412572474824534,True
74,919337,0.0008021095948664012,0.5261102082719991,True,0.00019386580914044983,0.8460513650631586,True,0.003198689894199633,0.07679105271435913,True,0.15845365294177474,1.602515238452382e-57,True,0.1618462086451151,6.1031431187061336e-05,True,1.0,1.0,0.23037315814307738,8.012576192261911e-57,0.00024412572474824534,True
75,919338,0.0029243594294932444,0.09587221133951226,True,0.007649973505134067,0.003979294043888472,True,0.000170207080980124,0.8722912379525218,True,0.14881914564621115,5.803928137582512e-53,True,0.15663932623232527,6.1031431187061336e-05,True,0.19174442267902453,0.011937882131665417,0.8722912379525218,2.9019640687912563e-52,0.00024412572474824534,True
76,919339,0.00026409542618954123,0.8094429378727495,True,0.0008145241321648053,0.5011850582053166,True,0.0024827913411666473,0.13663483324401204,True,0.17458543829770612,1.0220979579647734e-63,True,0.1778827537710379,6.1031431187061336e-05,True,1.0,1.0,0.40990449973203613,5.110489789823867e-63,0.00024412572474824534,True
77,919340,0.0014089052722337228,0.3232721014586226,True,0.0021744450127416503,0.17267768094877006,True,0.0014249000592402921,0.31944401022590396,True,0.18255288788954735,6.615577495304231e-66,True,0.1861522329615293,6.1031431187061336e-05,True,0.6388880204518079,0.5180330428463102,0.6388880204518079,3.3077887476521158e-65,0.00024412572474824534,True
78,919341,0.0005777740200720257,0.6296530066098543,True,0.0005495483941985895,0.6249105810078714,True,7.438764882761965e-06,0.9940658687657549,True,0.16930896409988944,1.7515235878555797e-61,True,0.16986595125897064,6.1031431187061336e-05,True,1.0,1.0,1.0,8.757617939277898e-61,0.00024412572474824534,True
79,919342,0.0010861967018925265,0.4188512367861087,True,0.0014014145588233961,0.31561487918658293,True,0.0009065660057722327,0.48366659510920273,True,0.12904843274364403,4.335195845344502e-46,True,0.13135641330824,6.1031431187061336e-05,True,0.9468446375597488,0.9468446375597488,0.9468446375597488,2.167597922672251e-45,0.00024412572474824534,True
80,919343,0.0020844698249085324,0.18804606885628294,True,9.687989264734083e-05,0.9181021166710144,True,7.846637638740748e-05,0.9391425265877894,True,0.19385476345398675,3.211977695676228e-70,True,0.19403010972302134,6.1031431187061336e-05,True,0.5641382065688488,1.0,1.0,1.605988847838114e-69,0.00024412572474824534,True
81,919344,0.0018213544228393255,0.2322388875623289,True,0.0012822232912041306,0.34330554224744747,True,9.865835777737864e-05,0.9241385889923945,True,0.17664315544909548,2.150587603048027e-63,True,0.17802403709807668,6.1031431187061336e-05,True,0.6967166626869867,0.6967166626869867,0.9241385889923945,1.0752938015240136e-62,0.00024412572474824534,True
82,919345,0.002379792490738466,0.1483147505718041,True,0.0011230317812386198,0.3884675650957388,True,0.0023514334929323286,0.15177718250501243,True,0.19390518678771268,1.263608351848542e-72,True,0.1973796520618837,6.1031431187061336e-05,True,0.4449442517154123,0.4449442517154123,0.4449442517154123,6.318041759242711e-72,0.00024412572474824534,True
83,919346,0.00035785773006554724,0.7507887112990037,True,0.001957824792716193,0.20344090299106504,True,0.0007176484605045472,0.5631064516728401,True,0.1709908507066084,1.9315442894488333e-63,True,0.17366632395982826,6.1031431187061336e-05,True,1.0,0.6103227089731951,1.0,9.657721447244166e-63,0.00024412572474824534,True
84,919347,0.0016330851255591094,0.270172449694995,True,0.00036801972484656106,0.7272687059955936,True,0.0010699150503197079,0.4244540345022128,True,0.17993410859837858,6.44032191449835e-65,True,0.18137204337354557,6.1031431187061336e-05,True,0.810517349084985,0.8489080690044256,0.8489080690044256,3.220160957249175e-64,0.00024412572474824534,True
85,919348,0.00018648768879089313,0.8612057980548815,True,0.0029435688692524796,0.09913470951569997,True,0.0012394743427987607,0.37098629927506677,True,0.20971107414609005,5.876122937514469e-76,True,0.2138941173581421,6.1031431187061336e-05,True,0.8612057980548815,0.2974041285470999,0.7419725985501335,2.938061468757235e-75,0.00024412572474824534,True
86,919349,0.0022445070425665577,0.16533670165277609,True,0.0014088857584561038,0.3109657106128272,True,0.0008297753424256361,0.5145573418372553,True,0.17166138687620747,4.4418908546154096e-60,True,0.17390004797708863,6.1031431187061336e-05,True,0.49601010495832826,0.6219314212256544,0.6219314212256544,2.220945427307705e-59,0.00024412572474824534,True
87,919350,0.0005302052823030455,0.6540195565015732,True,0.001364805238362591,0.32238423023849583,True,0.0013388054968030004,0.34202923492398385,True,0.16513983688033151,1.5059706135568045e-57,True,0.16784344761549738,6.1031431187061336e-05,True,0.9671526907154875,0.9671526907154875,0.9671526907154875,7.529853067784022e-57,0.00024412572474824534,True
88,919351,0.0011625154407199209,0.3941163647363349,True,6.23006830449864e-05,0.9474573735819234,True,0.0004135653327978655,0.7181539773601707,True,0.15766172086329086,4.545455529578254e-54,True,0.1581375868791334,6.1031431187061336e-05,True,1.0,1.0,1.0,2.272727764789127e-53,0.00024412572474824534,True
89,919352,0.0008160846697988261,0.5202099319928104,True,0.0005588615252843567,0.6205547519987824,True,0.0009872062335758202,0.453437593567403,True,0.16494588283232287,8.221272685474624e-58,True,0.1664919505911815,6.1031431187061336e-05,True,1.0,1.0,1.0,4.110636342737312e-57,0.00024412572474824534,True
90,919353,0.00015293202822278055,0.8847659761696993,True,0.0011821237184238016,0.37027686763485723,True,0.00018866593412710962,0.8598773979702008,True,0.19463236714814672,7.000037942371444e-72,True,0.1960031568006981,6.1031431187061336e-05,True,1.0,1.0,1.0,3.500018971185722e-71,0.00024412572474824534,True
91,919354,0.0006419753762222044,0.5979752239338374,True,0.0015231421315073774,0.2823881103325393,True,0.0020995017883077907,0.185963882297711,True,0.2089535048116365,1.1623552024334932e-76,True,0.21257614873145078,6.1031431187061336e-05,True,0.5979752239338374,0.5647762206650786,0.557891646893133,5.811776012167466e-76,0.00024412572474824534,True
92,919355,0.0017058209810733417,0.2548423269562703,True,0.0005425834129739659,0.6253678132375318,True,0.000341138958503108,0.7610546649262986,True,0.19729262148085497,1.3273971753875652e-72,True,0.19817634385233238,6.1031431187061336e-05,True,0.7645269808688109,1.0,1.0,6.636985876937826e-72,0.00024412572474824534,True
93,919356,0.0011632871376898277,0.39385810649116426,True,0.00019013083410387424,0.8491806480927238,True,0.003257127668784252,0.07334051382199885,True,0.15310649150114247,5.133626365681178e-55,True,0.15655375000403066,6.1031431187061336e-05,True,0.7877162129823285,0.8491806480927238,0.22002154146599656,2.5668131828405892e-54,0.00024412572474824534,True
94,919357,0.002624053484093598,0.12188007767540446,True,0.0008632275175581901,0.4807829545574741,True,0.003635437451283705,0.05407659234141578,True,0.18362070731434493,6.654893921907908e-66,True,0.18811937228318767,6.1031431187061336e-05,True,0.24376015535080892,0.4807829545574741,0.16222977702424735,3.327446960953954e-65,0.00024412572474824534,True
95,919358,0.0004389430519962874,0.7036729920980553,True,0.0009140025475350594,0.4636125123294823,True,0.0005457459405677169,0.6458109579303244,True,0.15761686943875408,2.2486795737715585e-56,True,0.15907661792685565,6.1031431187061336e-05,True,1.0,1.0,1.0,1.1243397868857792e-55,0.00024412572474824534,True
96,919359,3.082045533309669e-05,0.9756382460044952,True,0.0005156185130477386,0.6415263180263374,True,0.0010782068576388063,0.42163428670419817,True,0.18212733539640244,4.0805445772649825e-66,True,0.183721160767089,6.1031431187061336e-05,True,1.0,1.0,1.0,2.0402722886324914e-65,0.00024412572474824534,True
97,919360,0.002106800562556399,0.18469036466981142,True,0.0005460186936727543,0.6306070825565266,True,0.0022440426269572603,0.1653980201986618,True,0.13736447949989009,8.369873715575727e-49,True,0.1401545408205193,6.1031431187061336e-05,True,0.49619406059598536,0.6306070825565266,0.49619406059598536,4.184936857787864e-48,0.00024412572474824534,True
98,919361,0.00028463381614923496,0.7962069224043095,True,0.0012236665804878622,0.3637210022314643,True,0.0009245349114940489,0.47704972877961616,True,0.12903428560343125,4.77440863619607e-47,True,0.13118248709541214,6.1031431187061336e-05,True,1.0,1.0,1.0,2.3872043180980348e-46,0.00024412572474824534,True
99,919362,0.0006295004727240796,0.6037786228708475,True,0.003302628561217943,0.07602130742692828,True,0.0030760344782892295,0.0848344596005407,True,0.1735146606105284,1.2319886048298207e-62,True,0.17989332365003596,6.1031431187061336e-05,True,0.6037786228708475,0.22806392228078484,0.22806392228078484,6.159943024149104e-62,0.00024412572474824534,True
100,919363,0.005532412774682546,0.011676405386565156,True,0.00019014435901771633,0.8470717565370964,True,0.0023751713982905053,0.1488315896677438,True,0.18452818391277936,3.916857756946271e-66,True,0.18709349967008784,6.1031431187061336e-05,True,0.03502921615969547,0.8470717565370964,0.2976631793354876,1.9584288784731356e-65,0.00024412572474824534,False
101,919364,0.006316700607508739,0.00623188453351608,True,0.0016095219706771524,0.26644548766374754,True,0.0011936570833633656,0.3842069309948889,True,0.15654582962439237,8.883439603555934e-54,True,0.15934900867843274,6.1031431187061336e-05,True,0.018695653600548243,0.5328909753274951,0.5328909753274951,4.441719801777967e-53,0.00024412572474824534,False
102,919365,0.002442782288152697,0.14099735302387517,True,0.00032830989968798095,0.7565616254701353,True,0.0009676593504325754,0.4606029609396821,True,0.1363896909126507,1.0495321531270094e-49,True,0.13768566016277078,6.1031431187061336e-05,True,0.4229920590716255,0.9212059218793642,0.9212059218793642,5.2476607656350475e-49,0.00024412572474824534,True
103,919366,0.003951616897664259,0.04186726143218393,True,0.0005687537994344526,0.6148376301394649,True,0.0007108382525070726,0.5660729116449357,True,0.17068251839860138,6.98812329154855e-61,True,0.17196211045054322,6.1031431187061336e-05,True,0.12560178429655178,1.0,1.0,3.4940616457742745e-60,0.00024412572474824534,False
104,919367,0.00015540434579814413,0.8830705111294753,True,0.00012564420960384058,0.8947676684657857,True,0.00012965465536893988,0.901445663571069,True,0.2033107795400335,2.3413491745727402e-76,True,0.20356607840500618,6.1031431187061336e-05,True,1.0,1.0,1.0,1.17067458728637e-75,0.00024412572474824534,True
105,919368,0.0035453277160700106,0.05807607975943653,True,0.0005677897169354884,0.6148228797111752,True,0.0018624461622278668,0.22475931939975652,True,0.1766752320549949,3.912919509553406e-65,True,0.1791054679341595,6.1031431187061336e-05,True,0.1742282392783096,0.6148228797111752,0.44951863879951304,1.9564597547767034e-64,0.00024412572474824534,True
106,919369,7.657780925763346e-05,0.9405550173234565,True,0.000610613391014795,0.5958004209627721,True,0.0025968584064818574,0.12464393001439852,True,0.15335389749746392,8.93749768878183e-54,True,0.15656136929496067,6.1031431187061336e-05,True,1.0,1.0,0.37393179004319554,4.468748844390915e-53,0.00024412572474824534,True
107,919370,0.000673969063277173,0.58299709620024,True,0.00017140562386282697,0.8620590510905756,True,0.0015609007100225347,0.286199474657592,True,0.16536274095826792,3.8387152348682125e-58,True,0.16709504729215327,6.1031431187061336e-05,True,1.0,1.0,0.858598423972776,1.9193576174341064e-57,0.00024412572474824534,True
108,919371,0.0017915545403183845,0.23789360525142722,True,0.0006014114165438077,0.5963880554861216,True,0.0011048350862334078,0.4128000315890179,True,0.18757074137331597,2.9637128390797586e-69,True,0.18927698787609315,6.1031431187061336e-05,True,0.7136808157542817,0.8256000631780358,0.8256000631780358,1.4818564195398792e-68,0.00024412572474824534,True
109,919372,9.295300380994203e-05,0.9283096528271124,True,0.000573331880446003,0.6080404224486889,True,0.00018849813591993443,0.860027199215193,True,0.20861293512741647,1.4784545239256308e-79,True,0.2093747651437831,6.1031431187061336e-05,True,1.0,1.0,1.0,7.392272619628154e-79,0.00024412572474824534,True
110,919373,0.00021880960934017758,0.8393748375972312,True,0.00015140489283558292,0.8774669678567069,True,0.001273553927500639,0.36047094494444,True,0.1572734978911092,1.3221341892232218e-56,True,0.15869845671144472,6.1031431187061336e-05,True,1.0,1.0,1.0,6.610670946116109e-56,0.00024412572474824534,True
111,919374,0.0034416594476971516,0.06318078484613548,True,0.0019655975027979018,0.20232633914963435,True,8.72751420929168e-05,0.932592221348663,True,0.16639023435182337,4.692339814904607e-62,True,0.168443106996714,6.1031431187061336e-05,True,0.18954235453840645,0.4046526782992687,0.932592221348663,2.3461699074523034e-61,0.00024412572474824534,True
112,919375,0.001021635142948808,0.441237771507595,True,0.00011111370663107606,0.9086168956907562,True,0.0009370630384443572,0.47213372943487936,True,0.15276287429610116,1.1356988212405885e-54,True,0.15381105104117634,6.1031431187061336e-05,True,1.0,1.0,1.0,5.678494106202942e-54,0.00024412572474824534,True
113,919376,0.001364760633231211,0.33504733642071505,True,0.0007749251959254392,0.5190834874954837,True,0.0003400133258780339,0.7616174589097935,True,0.16214985479828511,5.62644205906454e-59,True,0.16326479332008864,6.1031431187061336e-05,True,1.0,1.0,1.0,2.81322102953227e-58,0.00024412572474824534,True
114,919377,0.0001354357521578159,0.8972766478260066,True,0.0005403392128457484,0.632666419932421,True,0.0006052703257697666,0.6159134069668597,True,0.14378780641149813,2.316783002660669e-49,True,0.1449334159501138,6.1031431187061336e-05,True,1.0,1.0,1.0,1.1583915013303346e-48,0.00024412572474824534,True
115,919378,0.0018765947208008037,0.2221946466448747,True,0.0005521371545681828,0.6236350644992082,True,0.001726504061221757,0.25045726887177,True,0.1698810157790878,4.182851456959306e-59,True,0.1721596569948774,6.1031431187061336e-05,True,0.6665839399346241,0.6665839399346241,0.6665839399346241,2.0914257284796528e-58,0.00024412572474824534,True
116,919379,0.00030785120860742565,0.7816134418974716,True,0.00035673300885765715,0.7380018857538202,True,0.0008190308762712198,0.5189500225415431,True,0.1425850952399203,2.1095270857518785e-49,True,0.1437608591250492,6.1031431187061336e-05,True,1.0,1.0,1.0,1.0547635428759393e-48,0.00024412572474824534,True
117,919380,0.0010492152862325564,0.4315519411023435,True,0.00047293739886300175,0.6673937506775429,True,0.0006117118479605057,0.6127861935278929,True,0.16123660341272214,2.5583336555662614e-59,True,0.16232125265954547,6.1031431187061336e-05,True,1.0,1.0,1.0,1.2791668277831307e-58,0.00024412572474824534,True
118,919381,8.328217353058168e-05,0.9354945313397205,True,0.0015136965455346439,0.28531319312999803,True,0.0027082625267254357,0.11406096868914181,True,0.19234209405840474,4.0336750001596055e-68,True,0.1965640531306653,6.1031431187061336e-05,True,0.9354945313397205,0.5706263862599961,0.3421829060674254,2.016837500079803e-67,0.00024412572474824534,True
119,919382,0.00033006849728228684,0.7677412341235257,True,0.0013990220140763236,0.31180316849724354,True,0.0007500079273727637,0.5485860968196647,True,0.19641217943688694,5.126792675839375e-71,True,0.19856120937833638,6.1031431187061336e-05,True,1.0,0.9354095054917306,1.0,2.5633963379196875e-70,0.00024412572474824534,True
120,919383,0.0004615212949684082,0.6910359779531587,True,0.0011703640493381782,0.3761468363525412,True,0.002044151972411831,0.19413206231255153,True,0.16716242802008852,2.2932343643670447e-58,True,0.17037694404183795,6.1031431187061336e-05,True,0.7522936727050824,0.7522936727050824,0.5823961869376546,1.1466171821835224e-57,0.00024412572474824534,True
121,919384,0.0027620196837648495,0.10908158437497095,True,0.0005412663021685631,0.6279276839236027,True,0.00013830970432233535,0.8952381259468767,True,0.18083618839922133,3.4209407662581338e-65,True,0.18151576440571313,6.1031431187061336e-05,True,0.32724475312491286,1.0,1.0,1.710470383129067e-64,0.00024412572474824534,True
122,919385,0.0006082194884477589,0.6145310193434654,True,0.0001244902066889395,0.8962007577686864,True,0.0027851127570180005,0.10706945292775222,True,0.19452968568134774,5.055514496742055e-72,True,0.197439288645055,6.1031431187061336e-05,True,1.0,1.0,0.32120835878325665,2.5277572483710273e-71,0.00024412572474824534,True
123,919386,0.003528385496678081,0.05891167897960399,True,0.001629340225967918,0.2624098989088627,True,0.0016994706600986596,0.25621239053676004,True,0.15863315049346413,1.5208321759019705e-56,True,0.1619619613795312,6.1031431187061336e-05,True,0.17673503693881198,0.5124247810735201,0.5124247810735201,7.604160879509852e-56,0.00024412572474824534,True
124,919387,0.0011440848975457097,0.3998296560991126,True,0.0015853631624809343,0.2711267886169878,True,0.0005934488598981231,0.6218255631893255,True,0.16588693687061537,1.7888002061224344e-60,True,0.16806574889299433,6.1031431187061336e-05,True,0.8133803658509634,0.8133803658509634,0.8133803658509634,8.944001030612172e-60,0.00024412572474824534,True
125,919388,0.0015438136161363431,0.290209085084957,True,0.0008096934392817726,0.5024760307260017,True,0.0023146267305382525,0.15621402965103817,True,0.17826444196320923,4.975207311525681e-64,True,0.18138876213302904,6.1031431187061336e-05,True,0.580418170169914,0.580418170169914,0.46864208895311454,2.487603655762841e-63,0.00024412572474824534,True
126,919389,0.00011850184046203202,0.9094728026832599,True,0.0017134468998757043,0.24618672072047712,True,8.18456096048515e-05,0.9366228510899861,True,0.149075986200545,7.960325129699883e-52,True,0.1508712787100262,6.1031431187061336e-05,True,1.0,0.7385601621614314,1.0,3.9801625648499414e-51,0.00024412572474824534,True
127,919390,0.0010403440090833984,0.4346712815088906,True,8.749470029102181e-05,0.9273379986633505,True,0.0026794577340063207,0.11656664877744269,True,0.1513143890184931,1.4274066532344033e-54,True,0.15408134145278993,6.1031431187061336e-05,True,0.8693425630177812,0.9273379986633505,0.34969994633232804,7.137033266172016e-54,0.00024412572474824534,True
128,919391,0.00015097203548458053,0.8862041897370987,True,0.00021138776714186658,0.8313323456957138,True,0.0018860180840993622,0.22052456705861906,True,0.18615813780994472,7.85267216405863e-68,True,0.18825554366118558,6.1031431187061336e-05,True,1.0,1.0,0.6615737011758571,3.926336082029315e-67,0.00024412572474824534,True
129,919392,0.002258575419199534,0.16349713539332894,True,0.0001519241073028128,0.8752040193321682,True,0.0013343722634480502,0.3433288752854534,True,0.18919289547149673,2.586907814094273e-68,True,0.19067919184224882,6.1031431187061336e-05,True,0.4904914061799868,0.8752040193321682,0.6866577505709068,1.2934539070471366e-67,0.00024412572474824534,True
130,919393,0.0009297239910347813,0.47493455024448405,True,0.00044163203945093575,0.68486259887212,True,4.221560390919865e-06,0.9966268321985354,True,0.16369827797181125,1.8482423013311314e-58,True,0.16414413157165306,6.1031431187061336e-05,True,1.0,1.0,1.0,9.241211506655657e-58,0.00024412572474824534,True
131,919394,0.0009880340118956594,0.453155220429343,True,0.0013292915353437414,0.33311239773862056,True,0.0011089544818728885,0.4115552628465031,True,0.14517190817871622,1.5894556492198124e-50,True,0.1476101541959324,6.1031431187061336e-05,True,0.9993371932158617,0.9993371932158617,0.9993371932158617,7.947278246099062e-50,0.00024412572474824534,True
132,919395,0.0004332698987561744,0.7063138637785951,True,0.006461916212016575,0.00888603106730948,True,0.00045677081144607917,0.6939511263226685,True,0.16403166678387948,2.6059760240663547e-58,True,0.17095035380734222,6.1031431187061336e-05,True,1.0,0.02665809320192844,1.0,1.3029880120331773e-57,0.00024412572474824534,True
133,919396,0.000652755064518405,0.5929799461168375,True,0.0002562759843535241,0.8010351108363358,True,0.0009037225138478445,0.48492484518593015,True,0.17101150847503585,9.065724785890165e-61,True,0.1721715069732368,6.1031431187061336e-05,True,1.0,1.0,1.0,4.532862392945082e-60,0.00024412572474824534,True
134,919397,0.000593436323812361,0.6218550761991346,True,9.058865130392958e-05,0.9234600075361704,True,0.000119243533940298,0.9089913445238023,True,0.18688025907626843,1.0445169520592505e-68,True,0.18709009126151305,6.1031431187061336e-05,True,1.0,1.0,1.0,5.222584760296253e-68,0.00024412572474824534,True
135,919398,0.0018536453739633847,0.22620606868838822,True,0.0032715148980460443,0.07780276235030104,True,0.0010715756026319113,0.42384024715696855,True,0.17716301674641405,1.0403292151338206e-63,True,0.18150610724709237,6.1031431187061336e-05,True,0.45241213737677644,0.2334082870509031,0.45241213737677644,5.201646075669103e-63,0.00024412572474824534,True
136,919399,0.00015229000142117185,0.8851905878069426,True,0.0017756424328790532,0.2349632638692853,True,0.0004235645025214281,0.7124958503369906,True,0.13916590794934874,1.0605335715118088e-47,True,0.14136511488474898,6.1031431187061336e-05,True,1.0,0.7048897916078558,1.0,5.302667857559044e-47,0.00024412572474824534,True
137,919400,0.0012109137795999372,0.37896413090918457,True,0.0016769820595927067,0.25251735888010707,True,0.0024508536251800633,0.1402011616030311,True,0.16812393887429367,2.663849711254903e-60,True,0.1722517745590663,6.1031431187061336e-05,True,0.5050347177602141,0.5050347177602141,0.42060348480909326,1.3319248556274515e-59,0.00024412572474824534,True
138,919401,0.004920151210094788,0.019163192739576618,True,0.0003159498253134281,0.7613413958050037,True,0.0019287905690130308,0.21302709834429512,True,0.1704379454874027,5.359733317905997e-62,True,0.17268268588172972,6.1031431187061336e-05,True,0.05748957821872985,0.7613413958050037,0.42605419668859024,2.6798666589529984e-61,0.00024412572474824534,False
139,919402,0.0013921073550593557,0.32782427681228743,True,0.000175416472055608,0.8607005893923352,True,0.0013127691656919147,0.3493447906176599,True,0.1388818612215968,3.213529364597861e-48,True,0.14037004685934434,6.1031431187061336e-05,True,0.9834728304368623,0.9834728304368623,0.9834728304368623,1.6067646822989306e-47,0.00024412572474824534,True
140,919403,5.57989261870859e-05,0.9563371495565791,True,0.00014289877624768522,0.8844531200626375,True,0.00029309376437769674,0.7908949018790632,True,0.14669334781281848,1.0231474027604367e-52,True,0.1471293403534447,6.1031431187061336e-05,True,1.0,1.0,1.0,5.115737013802184e-52,0.00024412572474824534,True
141,919404,0.001122450303299041,0.40691304729925903,True,0.0007390314185099309,0.534193876041168,True,0.00033156881879464837,0.7668952964254137,True,0.16565401716118616,4.54252431093679e-56,True,0.1667246173984917,6.1031431187061336e-05,True,1.0,1.0,1.0,2.2712621554683948e-55,0.00024412572474824534,True
142,919405,0.0016242918960373129,0.27208899319169577,True,0.0003613781094890566,0.7308996830363259,True,0.002633513042490673,0.12098530455615963,True,0.18292042017900995,6.337114242185237e-64,True,0.18591531133098987,6.1031431187061336e-05,True,0.5441779863833915,0.7308996830363259,0.3629559136684789,3.168557121092618e-63,0.00024412572474824534,True
143,919406,0.0010260869317088128,0.4391128536667468,True,0.005249889293545017,0.02000337446243626,True,0.0014109735135673703,0.3235353721320614,True,0.1730706089368687,5.059910010509803e-62,True,0.1797314717439809,6.1031431187061336e-05,True,0.6470707442641228,0.06001012338730878,0.6470707442641228,2.5299550052549015e-61,0.00024412572474824534,True
144,919407,0.00014371729061157064,0.8912586055884764,True,0.0023970282343892444,0.14628829730765164,True,0.0009067016852062054,0.4835667402551768,True,0.16017072065005816,4.7564978897595636e-57,True,0.16347445056965393,6.1031431187061336e-05,True,0.9671334805103536,0.4388648919229549,0.9671334805103536,2.378248944879782e-56,0.00024412572474824534,True
145,919408,0.0004298914082645651,0.7088429086824948,True,0.00041459531390025347,0.7015725156246362,True,0.00032176243440311,0.7728658886287447,True,0.15548824551726656,8.171591040294151e-55,True,0.15622460326556933,6.1031431187061336e-05,True,1.0,1.0,1.0,4.085795520147075e-54,0.00024412572474824534,True
146,919409,5.968889818558155e-05,0.9533461730708377,True,0.0009967453350616337,0.43237560841113265,True,0.0013502679766108135,0.33891326273867617,True,0.16905704814765515,7.397789455645323e-60,True,0.1714040614593279,6.1031431187061336e-05,True,1.0,1.0,1.0,3.6988947278226614e-59,0.00024412572474824534,True
147,919410,0.0018068078610477697,0.23497929773519982,True,0.0010128388048859806,0.42688666688243804,True,0.000286980339805701,0.7947361543163249,True,0.1678405273698626,1.5649937276693744e-61,True,0.16914034651455448,6.1031431187061336e-05,True,0.7049378932055994,0.8537733337648761,0.8537733337648761,7.824968638346872e-61,0.00024412572474824534,True
148,919411,0.00043006190227787647,0.7087329000729734,True,0.0005617648386284853,0.6147506076158931,True,0.00307273272094146,0.08500966032106469,True,0.2034466490444099,1.462200666628501e-75,True,0.2070811466039805,6.1031431187061336e-05,True,1.0,1.0,0.25502898096319404,7.311003333142505e-75,0.00024412572474824534,True
149,919412,0.001343260505093996,0.34087076182952236,True,0.0008001586094290242,0.5098467091348714,True,0.000925371162444252,0.4762749989854984,True,0.14894011199797338,1.89842695350176e-52,True,0.15066564176984462,6.1031431187061336e-05,True,1.0,1.0,1.0,9.4921347675088e-52,0.00024412572474824534,True
150,919413,0.00026780598560631767,0.8069152276316789,True,0.002455426259658506,0.1402510793706646,True,0.0020978726509297647,0.1862457970006896,True,0.18244714364685422,1.835402157687624e-65,True,0.18700044255744253,6.1031431187061336e-05,True,0.8069152276316789,0.42075323811199383,0.42075323811199383,9.17701078843812e-65,0.00024412572474824534,True
