cell,replicate,seed,regime,b,beta,n,population_gap,valid,status,gap,I1,se,score,wald,p_gap,p_score,p_wald,naive_p,kish_p,ess,a2,max_weight,moment_error,condition,iterations,gap_kl_error,gap_score_error,lr_identity_error,score_discrepancy,eig_min,eig_max,min_sampling_eigenvalue,dual_entropy_discrepancy,fit_seconds,refinement_status,refinement_tolerance,refined_full_status,refined_reduced_status,scaled_refinement,lower,upper,error,covered
fixed_b0.3_n200,0,2035091601,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.016840076564890838,0.6460011868917381,0.01410982566593588,7.1888132796446875,5.0685468932701365,0.058667674907043874,0.048772230679577006,0.07931932805897107,0.03445795778531487,0.03445795778531487,200.0,200.0,0.005,5.551115123125783e-16,10.438717601085251,11,1.491862189340054e-16,-1.3877787807814457e-17,-7.105427357601002e-15,-0.22639132684417618,0.9340109532696024,1.419524233807327,0.17285760148457324,1.3322676295501878e-15,0.0016201669350266457,ok,0.001,ok,ok,8.881784197001252e-14,-0.010814673568482373,0.044494826698264045,0.008392076186617414,True
fixed_b0.3_n200,1,2035091602,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.002382754672239029,0.7060105529001608,0.004841340854367482,0.9817446240891357,0.9471193222150593,0.6331946722364836,0.624568499371418,0.622781427082258,0.620921301062284,0.620921301062284,200.0,200.0,0.005,1.2212453270876722e-15,16.199577726227574,10,-3.616898447411643e-16,-2.185751579730777e-16,-8.72635297355373e-14,-0.014321377596761997,0.9422801397636866,1.1514651464904362,0.14032944422940383,3.1086244689504383e-15,0.0015807910822331905,ok,0.001,ok,ok,4.440892098500626e-14,-0.00710609903920361,0.011871608383681669,-0.0060652457060343945,True
fixed_b0.3_n200,2,2035091603,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.0024237721361319853,0.5663394639560488,0.004818791960778687,0.9859909702085121,0.9905099458145292,0.627847891108984,0.62290822649205,0.6094155030426711,0.6158484137992275,0.6158484137992275,200.0,200.0,0.005,1.4177548024463249e-11,9.420604865943131,9,1.734723475976807e-18,4.0766001685454967e-17,1.6653345369377348e-14,-0.008241057877859004,0.918908785214398,1.1761667949286556,0.21073409413688537,2.814637412029697e-11,0.0014097909443080425,ok,0.001,ok,ok,0.0,-0.00702088655598539,0.01186843082824936,-0.006024228242141438,True
fixed_b0.3_n200,3,2035091604,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.007548456133608772,0.6309373065646893,0.009037962619081682,3.011498443032211,2.8422602903576997,0.22612400461571908,0.22700073124272546,0.24144099927001614,0.22097819958943604,0.22097819958943604,200.0,200.0,0.005,1.2456702336294256e-13,14.700508293943956,10,1.7191109646930158e-15,-9.974659986866641e-17,-4.085620730620576e-14,0.003942005205648913,0.9231080868672986,1.110057732790055,0.17125847028223534,2.7422508708241367e-13,0.0016487499233335257,ok,0.001,ok,ok,8.881784197001252e-14,-0.010165625093410624,0.025262537360628168,-0.0008995442446646518,True
fixed_b0.3_n200,4,2035091605,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.01459240353541258,0.6562731197944631,0.011808987930849458,6.183392261827223,5.611555742217094,0.08347303216711607,0.0723099971855906,0.06045972300449146,0.054015690647263644,0.054015690647263644,200.0,200.0,0.005,1.5543122344752192e-15,11.434558551133357,11,2.983724378680108e-16,7.806255641895632e-17,2.842170943040401e-14,-0.17321542383109545,0.9344948001502074,1.4039944304182386,0.17825903051041225,3.552713678800501e-15,0.0015962489414960146,ok,0.001,ok,ok,4.440892098500626e-14,-0.008552787502920534,0.03773759457374569,0.0061444031571391555,True
fixed_b0.3_n200,5,2035091606,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.004572361561562488,0.6956817160161912,0.007061754765693106,1.9598586953026227,1.5635087050233616,0.43918335281399334,0.41422066846189964,0.45760251058575485,0.4007280295556442,0.4007280295556442,200.0,200.0,0.005,1.2734258092450546e-12,12.099638430695974,10,-3.496248429657456e-13,-1.3704315460216776e-16,-5.551115123125783e-14,-0.06545703533881375,0.9308255805291271,1.3109431857363545,0.1541402422636064,2.7129409829740325e-12,0.0014448747970163822,ok,0.001,ok,ok,2.6645352591003757e-13,-0.009268423446850088,0.018413146569975065,-0.0038756388167109357,True
fixed_b0.3_n200,6,2035091607,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.03348495880154556,0.6858414989651354,0.018859809439488482,15.588846082549546,9.610923235052947,0.009003862757533943,0.004270979397359648,0.00818492183880074,0.001234620355876509,0.001234620355876509,200.0,200.0,0.005,1.6659895685222637e-11,7.722939814014404,11,-1.0225154056797692e-11,-3.469446951953614e-16,-1.3500311979441904e-13,-1.0974312809656608,1.163562262371621,1.6279909652685185,0.20540770158083127,2.928191022988358e-11,0.0017025831621140242,ok,0.001,ok,ok,0.0,-0.00347958845514041,0.07044950605823153,0.025036958423272138,True
fixed_b0.3_n200,7,2035091608,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.013149107989910647,0.6979508870298654,0.013007568670764972,5.749638596181777,3.5403873908178367,0.1207233498699071,0.10030017329115956,0.1702999993025493,0.0720913223289734,0.0720913223289734,200.0,200.0,0.005,9.992007221626409e-16,11.408030889379992,11,-3.8163916471489756e-17,1.1449174941446927e-16,4.618527782440651e-14,-0.2449977001087591,0.836285231308051,1.6399607435516304,0.14023127375484729,2.4424906541753444e-15,0.0016571669839322567,ok,0.001,ok,ok,8.881784197001252e-14,-0.01234525813122024,0.038643474111041534,0.004701107611637223,True
fixed_b0.3_n200,8,2035091609,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.0009155619395784242,0.7965402932922498,0.002903440079140442,0.3464312357804298,0.43758055905913434,0.8076211230132071,0.8169726582222765,0.8034902088296209,0.8326745679189873,0.8326745679189873,200.0,200.0,0.005,5.617728504603292e-14,40.003438467206344,10,0.0,-1.3314002678121994e-16,-5.3290705182007514e-14,0.009896770025469959,0.6683031353650407,1.0919241880522152,0.07600339473159823,1.5765166949677223e-13,0.0015418750699609518,ok,0.001,ok,ok,1.7763568394002505e-13,-0.004775076046806966,0.006606199925963814,-0.007532438438694999,False
fixed_b0.3_n200,9,2035091610,fixed,0.3,0.3,200,0.008448000378273424,True,ok,0.017653467877926765,0.6647570004769954,0.012631655599183018,7.246907699965351,7.161012333856442,0.04741566684794861,0.04393293135081043,0.02786159206903279,0.02928459773975756,0.02928459773975756,200.0,200.0,0.005,2.220446049250313e-16,15.07475177539221,11,6.938893903907228e-17,-6.938893903907228e-18,-2.6645352591003757e-15,-0.09276027439732237,0.8463506864475749,1.4287780351259662,0.1564654510373128,4.440892098500626e-16,0.001610166858881712,ok,0.001,ok,ok,1.7763568394002505e-13,-0.007104122161585666,0.042411057917439196,0.009205467499653341,True
