cell,replicate,seed,valid,status,gap,I1,se,score,wald,p_gap,p_score,p_wald,naive_p,kish_p,ess,a2,max_weight,moment_error,condition,iterations,gap_kl_error,gap_score_error,lr_identity_error,score_discrepancy,eig_min,eig_max,min_sampling_eigenvalue,dual_entropy_discrepancy,fit_seconds,refinement_status,refinement_tolerance,refined_full_status,refined_reduced_status,scaled_refinement,reference_refinement,scaled_rotation,analytic_p
circle_cos4_direct_n800,0,2026791601,True,ok,0.00012411191551846583,0.00041789033918393113,0.0004741101385894184,0.19857253135745487,0.30250063877076555,0.8976529611832783,0.8976561340382727,0.8596324890484468,0.9054805041102295,0.9054805041102295,800.0000000000005,800.0000000000005,0.00125,3.2113200987282653e-12,1.055618929261098,4,5.959013664458279e-14,-1.6263032587282567e-19,-2.7755575615628914e-17,3.266736045282048e-06,0.5966963883490481,1.4030479948467232,0.2982235154330364,1.284614775665105e-13,0.0009399170521646738,ok,0.001,ok,ok,4.4565046097844174e-13,1.1102230246251565e-16,2.6107588313450947e-14,0.8978054015101755
circle_cos4_direct_n800,1,2026791602,True,ok,5.403644875793211e-05,0.00022458377428274457,0.0004249180503929031,0.08645714003409785,0.06622604202394669,0.9546871187409687,0.9546877208752864,0.9674292135812186,0.9576919011946021,0.9576919011946021,800.0000000000005,800.0000000000005,0.00125,3.2795923095296775e-13,1.0390099745905748,4,7.538389942655932e-16,1.0842021724855044e-19,1.1102230246251565e-16,5.889892967861354e-07,0.6341150961957326,1.3657763350412324,0.316986341456993,1.9485281443909486e-15,0.0007816238794475794,ok,0.001,ok,ok,9.454242944073599e-15,0.0,3.2526065174565133e-15,0.9540246443737379
circle_cos4_direct_n800,2,2026791603,True,ok,0.0012363826108755674,0.0015994781011227938,0.0020602527368918096,1.977608481104803,1.442327455693633,0.3586106224252768,0.35871850143104733,0.4861861382725584,0.3719089961283148,0.3719089961283146,800.0000000000005,800.0000000000005,0.00125,4.8547922626429596e-11,1.1298697830575992,5,5.637851296924623e-18,1.951563910473908e-18,1.7763568394002505e-15,0.00030184814805300775,0.6248139688696447,1.3727343733879378,0.31190726584753004,4.901807258705926e-12,0.0009017088450491428,ok,0.001,ok,ok,5.981326545168031e-13,2.220446049250313e-16,1.6306400674181987e-14,0.35726875841623573
circle_cos4_direct_n800,3,2026791604,True,ok,0.00010471429369077797,0.0006890740436099178,0.0004240040907327252,0.1675389180355411,0.26129449848734115,0.913086951225023,0.9130889014921086,0.8775272682083055,0.9196414299620195,0.9196414299620195,800.0000000000005,800.0000000000005,0.00125,3.1947803777465644e-12,1.0650477486249659,4,-5.5333857071002135e-14,2.168404344971009e-19,1.6653345369377348e-16,1.9759348518638697e-06,0.6025888365064409,1.397212313678721,0.3010868072276474,1.6898158219924575e-13,0.000779998954385519,ok,0.001,ok,ok,4.1321113197767545e-13,0.0,3.1225022567582528e-15,0.9129964864792866
circle_cos4_direct_n800,4,2026791605,True,ok,0.0022751407636311945,0.0006942333907838899,0.0027875831497715478,3.638098710458005,2.761260208384941,0.1602116540248441,0.16037015405916472,0.25142008229052903,0.16200750609474524,0.162007506094745,800.0000000000005,800.0000000000005,0.00125,3.2675494254785775e-12,1.1291756751740691,5,2.168404344971009e-18,5.637851296924623e-18,7.105427357601002e-15,0.0010632556759540002,0.5936422095623491,1.401752129453182,0.2966150466790501,1.7410400378337076e-13,0.0008889578748494387,ok,0.001,ok,ok,1.2281842209915794e-13,1.6653345369377348e-16,2.185751579730777e-14,0.16084140744304082
circle_cos4_direct_n800,5,2026791606,True,ok,0.000806285510205674,0.000488446184449768,0.001578553305598431,1.2897878966115783,1.1507309642469101,0.5073424508041722,0.5074122886415395,0.5624992478143129,0.5246476376184748,0.5246476376184745,800.0000000000005,800.0000000000005,0.00125,9.61650897801647e-13,1.0860614581998267,5,4.553649124439119e-18,-1.0842021724855044e-18,-8.881784197001252e-16,0.00013445985875049082,0.6207256727921813,1.3776354531970556,0.3102112437577987,4.267007754077401e-14,0.0008913329802453518,ok,0.001,ok,ok,5.204170427930421e-15,2.220446049250313e-16,4.3194614551822497e-14,0.5055821011452126
circle_cos4_direct_n800,6,2026791607,True,ok,9.357782126728483e-05,0.00044466933625625404,0.0005417166395475637,0.14972068602475866,0.1329030905471124,0.9218391387912597,0.921841049810372,0.935708254245383,0.9278712852882647,0.9278712852882647,800.0000000000005,800.0000000000005,0.00125,1.8044593597110747e-12,1.055129539733286,4,3.891066071778915e-14,-1.0842021724855044e-19,-3.0531133177191805e-16,1.914001448569125e-06,0.5999977571647359,1.3998069322511446,0.2998654797745759,8.478591093097343e-14,0.0007743330206722021,ok,0.001,ok,ok,3.469446951953614e-15,0.0,2.5153490401663703e-15,0.9218445219421705
circle_cos4_direct_n800,7,2026791608,True,ok,0.00010894305472205657,8.279473454900549e-05,0.00040202250031374706,0.17430421290605655,0.2952425229214665,0.9091881323035677,0.9091904428771058,0.8627578127053485,0.9165355314917536,0.9165355314917536,800.0000000000005,800.0000000000005,0.00125,4.712064072265321e-13,1.0316630912504658,4,-9.607007030176806e-15,6.776263578034403e-19,5.273559366969494e-16,2.337324617032732e-06,0.5882265044832721,1.4115572934725256,0.2940889011320427,1.9167772837697106e-14,0.0007653329521417618,ok,0.001,ok,ok,7.567731163948821e-15,0.0,7.15421645536285e-13,0.9096610107133001
circle_cos4_direct_n800,8,2026791609,True,ok,0.0019045162116224958,0.0037011005352616845,0.002517220150707307,3.0455543238879135,2.380803713290208,0.21238258414393113,0.2125527631320659,0.30409903529102467,0.2179231133849146,0.21792311338491444,800.0000000000005,800.0000000000005,0.00125,3.885780586188048e-16,1.1977008035564822,6,4.336808689942018e-19,-4.336808689942018e-18,-6.661338147750939e-15,0.0008358073540406519,0.6203316626615538,1.3755849420849455,0.3090180216935376,4.2500725161431774e-17,0.0010022078640758991,ok,0.001,ok,ok,7.563394355258879e-14,1.6653345369377348e-16,1.186550857568136e-13,0.21254854737199208
circle_cos4_direct_n800,9,2026791610,True,ok,0.0004117758740701271,0.0012208101810452718,0.001164781950859891,0.6587694410384588,0.5478280564805604,0.6996912783606974,0.6997180647703227,0.7603974451573059,0.7193403271403817,0.7193403271403815,800.0000000000005,800.0000000000005,0.00125,1.0372362257288215e-10,1.0988607450198775,4,2.3313906144170615e-12,5.421010862427522e-19,9.992007221626409e-16,3.597873687249953e-05,0.5758683146857854,1.4232836426281412,0.2875826272733309,5.408025156167229e-12,0.0007702910806983709,ok,0.001,ok,ok,3.4833247397614286e-13,0.0,6.21031004399697e-14,0.7021228440606186
