cell,replicate,seed,valid,status,gap,I1,se,score,wald,p_gap,p_score,p_wald,naive_p,kish_p,ess,a2,max_weight,moment_error,condition,iterations,gap_kl_error,gap_score_error,lr_identity_error,score_discrepancy,eig_min,eig_max,min_sampling_eigenvalue,dual_entropy_discrepancy,fit_seconds,refinement_status,refinement_tolerance,refined_full_status,refined_reduced_status,scaled_refinement,reference_refinement,scaled_rotation
circle_uniform_importance_n200,0,2026391601,True,ok,0.0016342288834004341,0.014243011797818176,0.005108656942382868,0.6533409020023375,0.4078469548666248,0.833056179451843,0.8331377598124503,0.8155247748485868,0.7211949595312608,0.8419269194442135,105.28639180446773,200.0,0.02139608782460142,2.8033131371785203e-15,1.3400556150093352,6,1.734723475976807e-18,-2.6020852139652106e-18,,0.00017532567891809236,1.6013578051862472,1.9973459706463328,0.7892791245380935,7.840950111415168e-16,0.0011222921311855316,ok,0.001,ok,ok,3.469446951953614e-14,0.0,6.938893903907228e-16
circle_uniform_importance_n200,1,2026391602,True,ok,0.007197522126991819,0.0016679765800506263,0.012536754678869576,2.873968694578706,1.3264049379361298,0.4678504750419422,0.46847067472457593,0.5151987816688086,0.2370452031605939,0.45919918804372317,108.13043550879456,200.0,0.022829270963731378,6.826129939074832e-11,1.2191061843613382,5,-2.47198095326695e-16,-8.673617379884035e-19,,0.0025200781090106705,1.6385974971268737,2.1750031123834748,0.8179321779593722,5.796620562020793e-12,0.0008858328219503164,ok,0.001,ok,ok,5.776629175002768e-14,0.0,6.071532165918825e-15
circle_uniform_importance_n200,2,2026391603,True,ok,0.021652315429468008,0.003536903220077702,0.01995613917903668,8.612857407187272,4.840438383295925,0.10371955329949437,0.10502363165008777,0.08890212871947847,0.01316145119624655,0.10560350819688871,103.8255559329614,200.0,0.02331469471834542,4.0066769346758235e-12,1.416133867423838,6,9.242051568492116e-13,3.469446951953614e-18,,0.02403438229996535,1.7037076496425994,2.1152735132477707,0.8488408501424339,1.3904988271917773e-12,0.000994041794911027,ok,0.001,ok,ok,8.673617379884035e-14,0.0,1.6583956430338276e-13
circle_uniform_importance_n200,3,2026391604,True,ok,0.018192454439006665,0.004947129364773446,0.015603785582545672,7.243307891089595,5.546748246406478,0.1388374455659347,0.14005786066821052,0.062450931711446764,0.026291991607055278,0.14286858998610394,106.95808137854873,200.0,0.023229661570537977,2.098154983087852e-12,1.4014652121990203,6,3.686877192432547e-13,-1.0408340855860843e-17,,0.016836942256535536,1.3022705489379125,2.3818345097981655,0.6479146911095292,6.399880625451715e-13,0.0009961251635104418,ok,0.001,ok,ok,1.3530843112619095e-13,0.0,1.1796119636642288e-14
circle_uniform_importance_n200,4,2026391605,True,ok,0.008231492231148866,0.00255664412768993,0.0110559295121193,3.286150407406405,2.2318605253271544,0.4049714463468999,0.4056821151600888,0.3276103734019005,0.19276210899488674,0.4247144758859819,104.0319462411862,200.0,0.022177152007926762,5.467848396278896e-15,1.2438897345519548,6,-8.690964614643804e-16,-1.214306433183765e-17,,0.00322324252657058,1.4720585871223126,2.211263108495199,0.7341473687169779,1.2455314557513475e-15,0.0010001261252909899,ok,0.001,ok,ok,1.8388068845354155e-14,0.0,1.8388068845354155e-14
circle_uniform_importance_n200,5,2026391606,True,ok,0.007010831769477046,3.908941937546298e-05,0.01117936497932288,2.799410829526269,1.6005055255478742,0.48480168164003556,0.48541566325007646,0.4492154048342253,0.2460633258813217,0.5012445809001845,98.5134338265571,200.0,0.023369971015851046,4.0766001685454967e-16,1.1840006295340169,5,2.862293735361732e-17,-2.6020852139652106e-18,,0.002460939132274742,1.6627683213998308,2.2376654220966827,0.831351662371965,8.673617379884035e-18,0.0008823338430374861,ok,0.001,ok,ok,3.469446951953614e-16,0.0,4.336808689942018e-15
circle_uniform_importance_n200,6,2026391607,True,ok,0.0027780727176292715,0.012031416376472148,0.0069173822746529424,1.1105699816649106,0.6461528787298326,0.7669806109558484,0.7671010015112227,0.7239185163812987,0.5737195771858825,0.7470742582148818,104.96150383397286,200.0,0.025393717313498678,1.0130785099704553e-15,1.3148837052901086,6,2.3418766925686896e-17,-4.336808689942018e-19,,0.0003295526933989601,1.7180911432276489,2.5400145750527248,0.848713620527435,2.3245294578089215e-16,0.000995915848761797,ok,0.001,ok,ok,1.8318679906315083e-13,0.0,4.163336342344337e-15
circle_uniform_importance_n200,7,2026391608,True,ok,0.003395448077819836,0.002072225077137755,0.007774888353016918,1.35709792044377,0.790022350783959,0.6919722579214371,0.6921744525994733,0.673672510652428,0.5070784185962295,0.6971539718304667,106.2448836942723,200.0,0.022320269579844426,1.4161209010987719e-10,1.1741888661056787,5,-8.673617379884035e-18,6.938893903907228e-18,,0.0005406553420821414,1.5177010185100035,2.2260380275539013,0.7572778846980313,1.3804102826087128e-11,0.0008742918726056814,ok,0.001,ok,ok,2.933417397876781e-13,0.0,4.85722573273506e-15
circle_uniform_importance_n200,8,2026391609,True,ok,0.0013994053589746276,0.001459246629990881,0.005007879850176657,0.5595538225408176,0.3130157828138137,0.860272997868996,0.8603211774846529,0.855124769538771,0.7558736308046048,0.8644576383553427,104.08204845677267,200.0,0.021996114412991034,4.364529571088127e-11,1.1341005595381404,5,-6.288372600415926e-18,-4.336808689942018e-19,,0.00010416052451672764,1.7438928095361417,1.982386008675686,0.8706740713914778,3.3963387657820476e-12,0.0008774581365287304,ok,0.001,ok,ok,8.673617379884035e-14,0.0,2.8622937353617317e-15
circle_uniform_importance_n200,9,2026391610,True,ok,0.020869554555523643,0.009473331183485697,0.020394955306429725,8.298665571603053,4.384757384691643,0.10221855919545916,0.10356824394493344,0.11165084947552567,0.015391945727196535,0.13343826599054268,96.50979036340938,200.0,0.022544192987004757,1.5901988059674466e-11,1.5276767547308066,6,4.8837357768949374e-12,3.469446951953614e-18,,0.02457812530320247,1.4530558760000583,2.195636731972398,0.7196480344828377,8.889805558354169e-12,0.00098762521520257,ok,0.001,ok,ok,1.9637069748057456e-13,0.0,1.304512053934559e-13
circle_uniform_importance_n200,10,2026391611,True,ok,0.005986394941408046,0.0008890314311569072,0.010836649727094786,2.3909570738247403,1.23768954929451,0.5358836073199638,0.5363858718433836,0.5385662437413121,0.30201488091096174,0.5447152768264059,101.47877890101844,200.0,0.023181276282664993,7.802525986422282e-12,1.1928388294190808,5,1.2576745200831851e-16,6.938893903907228e-18,,0.00180045136923912,1.744417300285531,2.1056927537226975,0.8714332322018906,4.681346456314461e-13,0.0008810418657958508,ok,0.001,ok,ok,8.760353553682876e-14,0.0,
circle_uniform_importance_n200,11,2026391612,True,ok,0.058567269769702654,0.0379304555560694,0.024035038949684267,22.94366100604694,24.798674349809012,0.002848947062058323,0.0031684213639119998,4.121319516413429e-06,8.182981772211855e-06,0.0007656350108498754,122.50536890542396,200.0,0.02169635601776935,4.397232578057242e-12,2.4005064765696305,7,1.9984014443252818e-15,7.632783294297951e-17,,0.24162345091706072,0.9197440864868633,2.498165586861367,0.4424029001021798,1.7387896678044967e-12,0.001108917174860835,ok,0.001,ok,ok,4.9960036108132044e-14,0.0,
circle_uniform_importance_n200,12,2026391613,True,ok,0.05177687196493189,0.02460019588975828,0.02752303405587844,20.41717756776128,15.389464349085053,0.003924443687363888,0.00422094922217907,0.00045521889146950273,3.182130916754262e-05,0.0020241107708251463,119.7952785673673,200.0,0.023069552135261774,1.2846668173693843e-13,1.958488981762851,7,6.245004513516506e-17,2.7755575615628914e-17,,0.14678560910573957,1.273850718762611,2.240840701046121,0.621272804225345,5.518502321777419e-14,0.0011120829731225967,ok,0.001,ok,ok,5.689893001203927e-14,0.0,
circle_uniform_importance_n200,13,2026391614,True,ok,0.014497443509740169,0.011528886481661383,0.01678353357985946,5.781215823709532,3.0460629399388615,0.1903651747304424,0.19133181293107154,0.2180498723805905,0.05505136051510279,0.24503475018398146,97.0071199149623,200.0,0.021485764938004595,5.511979761507746e-13,1.4055927674012056,6,1.763519885678022e-14,1.0408340855860843e-17,,0.008880790093267699,1.5975794093053926,1.9005061420629648,0.7895841317538929,1.2462253451417382e-14,0.0010079569183290005,ok,0.001,ok,ok,3.122502256758253e-14,0.0,
circle_uniform_importance_n200,14,2026391615,True,ok,0.0010858507334620183,0.0001637640873263978,0.004490663732730652,0.4342211766674237,0.24304033831344315,0.8929957664781758,0.8930234510687378,0.8855731919042469,0.8047930247837667,0.8958724379295644,101.26368306088679,200.0,0.02333413127407484,2.049402314519e-14,1.0784271132748708,5,3.0357660829594124e-18,-2.6020852139652106e-18,,5.9558358691813584e-05,1.5655053694716883,2.346637718540402,0.7826244979440833,5.32397476799007e-16,0.0008839997462928295,ok,0.001,ok,ok,2.8622937353617317e-15,0.0,
circle_uniform_importance_n200,15,2026391616,True,ok,0.001525577260136633,0.003775662235882219,0.0053336983727484116,0.6099892843970989,0.32851525246684044,0.8496813667836949,0.8497361588020862,0.8485233918335912,0.737038276916097,0.8524879754012589,104.61362999787511,200.0,0.022303468339418295,1.4224732503009818e-16,1.1851295328029978,6,-1.734723475976807e-18,-2.168404344971009e-18,,0.00012080982877715751,1.7399569243450124,2.0155297635833582,0.8666935979343489,1.734723475976807e-17,0.0010004169307649136,ok,0.001,ok,ok,1.5959455978986625e-14,0.0,
circle_uniform_importance_n200,16,2026391617,True,ok,0.007288132806748563,0.0029961330004031374,0.011479120345017168,2.9098271020946362,1.6616983535354661,0.4650079147195355,0.4656675949402289,0.4356791605713404,0.23278812791598316,0.45777432995288425,107.21250097637326,200.0,0.02335369332628968,1.3773704399255848e-14,1.2567016187631663,6,1.2654807757250808e-15,6.071532165918825e-18,,0.0027130103023944585,1.6034612356422184,2.2361437324317284,0.7993285223097589,2.456368441983159e-15,0.0010004169307649136,ok,0.001,ok,ok,1.9047263766225342e-13,0.0,
circle_uniform_importance_n200,17,2026391618,True,ok,0.00722505738638855,0.00980771302001041,0.011666001218972544,2.885858061811576,1.5634301651580327,0.43782723097356346,0.4383475962322073,0.4576204809583778,0.235743370848201,0.48944535728868444,98.8895194429645,200.0,0.021294076765862407,1.6096499133588793e-14,1.323299950986988,6,8.265957363029486e-16,1.3010426069826053e-17,,0.0020824463719217867,1.5795453187481403,1.9298412986111382,0.7820268046289782,8.881784197001252e-16,0.0009958748705685139,ok,0.001,ok,ok,3.469446951953614e-15,0.0,
circle_uniform_importance_n200,18,2026391619,True,ok,0.008674036496969842,0.004449134154938765,0.012814263389499642,3.461390402344346,1.8430618222163684,0.4277402413232497,0.42860084160614154,0.3979094106217839,0.17643419598723017,0.42210339247305173,99.43525017402817,200.0,0.024545736578665257,6.644684802381562e-14,1.3123015665749733,6,1.2694706397198274e-14,1.0408340855860843e-17,,0.004112098221795257,1.8743645873051533,2.21957367740305,0.9330124122591925,2.4473478799080794e-14,0.0010032500140368938,ok,0.001,ok,ok,2.6367796834847468e-14,0.0,
circle_uniform_importance_n200,19,2026391620,True,ok,0.014239193074532142,0.005621085915074271,0.016253493546377003,5.673943880153142,3.188262631320178,0.22782144529801435,0.22909875722389833,0.20308486854451607,0.057969479937467004,0.22522234327667404,104.68761569387928,200.0,0.02360654934985919,1.1705775238013416e-12,1.3897648550045905,6,2.181414771040835e-13,3.469446951953614e-18,,0.01086667482985737,1.6237382355287862,2.2394301504633995,0.807304643672208,3.926234337647827e-13,0.0010017501190304756,ok,0.001,ok,ok,2.0816681711721685e-14,0.0,
circle_uniform_importance_n200,20,2026391621,True,ok,0.0033143749474322387,0.005847655105545635,0.007512781332918216,1.3247414740398038,0.7832846372054382,0.6969390067087623,0.6971303270828441,0.6759458439808446,0.5153675263274577,0.7179547100181585,99.97323632597985,200.0,0.02193207192539335,7.632783294297951e-16,1.241550163350544,6,1.2576745200831851e-17,1.734723475976807e-18,,0.0005042524665458403,1.6845679191064402,1.9982518615464326,0.8373595471154734,6.245004513516506e-17,0.001022124895825982,ok,0.001,ok,ok,1.3877787807814457e-15,0.0,
circle_uniform_importance_n200,21,2026391622,True,ok,0.016402781409924714,0.0008588769354813089,0.01839101935089072,6.534125902797051,3.2249114109118313,0.17735265619358026,0.17861527769350727,0.19939735118769103,0.037607330706735546,0.19910710199830767,98.3926053579436,200.0,0.0231539994541367,6.604061048021137e-12,1.3113955125758654,5,2.3252233471993122e-14,-3.469446951953614e-18,,0.01349333058641733,1.7440342971931642,2.0510242884216336,0.8712681709584633,4.0784693330908617e-13,0.0008987090550363064,ok,0.001,ok,ok,9.783840404509192e-14,0.0,
circle_uniform_importance_n200,22,2026391623,True,ok,0.01270392817775164,0.0011537552336113874,0.015716402030689046,5.065662498468363,2.702687804829431,0.2588913961493603,0.2599802119047274,0.2588921010322909,0.07880446387598693,0.28200691524456717,99.64033710594062,200.0,0.022925416850029745,1.4194888320329113e-11,1.2724900607177247,5,-4.198030811863873e-15,-3.469446951953614e-18,,0.007954386316146422,1.598173656952854,2.176495330237403,0.7981648397202651,1.3276007897189412e-12,0.0008988750632852316,ok,0.001,ok,ok,7.945033519973776e-14,0.0,
circle_uniform_importance_n200,23,2026391624,True,ok,0.0017873460509323508,0.008585139908751399,0.005766522743180482,0.7146379708474306,0.39222125094307136,0.8321968951714391,0.832261080179548,0.8219213042168225,0.6994442343687424,0.8282450047799458,105.43356658634124,200.0,0.02363646115727167,1.942890293094024e-16,1.2603788928662463,6,0.0,-1.0842021724855044e-18,,0.00015022476275483587,1.691180827151102,2.2354056831866713,0.8383310350433022,4.163336342344337e-17,0.0009984998032450676,ok,0.001,ok,ok,1.8041124150158794e-14,0.0,
circle_uniform_importance_n200,24,2026391625,True,ok,0.015794637245968995,0.035809357657446875,0.017173880038306166,6.292469930904098,3.4925033221958275,0.16633024176101857,0.16753234213041068,0.17442652937538247,0.04247126925458638,0.20676402015494874,99.79191739043588,200.0,0.021881190103643606,2.737252091655762e-11,1.7123681971671947,6,3.981870388969355e-12,3.469446951953614e-18,,0.012692483741749694,1.6841898958400545,1.838246255443197,0.8119236499489783,1.653388537192768e-11,0.0009980408940464258,ok,0.001,ok,ok,6.38378239159465e-14,0.0,
circle_uniform_importance_n200,25,2026391626,True,ok,0.022893816878519827,0.001941128469554962,0.020084936459742114,9.105393215963979,5.416527376909485,0.08293778810580203,0.08410288599103982,0.06665243569561805,0.010267585594647646,0.10255403195508692,99.4751329737944,200.0,0.02305516288178091,1.102715280199007e-10,1.3860350499864018,5,1.366129431801255e-13,-1.0408340855860843e-17,,0.026066767721975914,1.5389042331313945,2.1273202974942085,0.7679584601754835,1.0629909279191718e-11,0.0008876670617610216,not_checked,0.001,not_checked,not_checked,,,
