cell,replicate,seed,valid,status,gap,I1,se,score,wald,p_gap,p_score,p_wald,naive_p,kish_p,ess,a2,max_weight,moment_error,condition,iterations,gap_kl_error,gap_score_error,lr_identity_error,score_discrepancy,eig_min,eig_max,min_sampling_eigenvalue,dual_entropy_discrepancy,fit_seconds,refinement_status,refinement_tolerance,refined_full_status,refined_reduced_status,scaled_refinement,reference_refinement,scaled_rotation
sphere_uniform_importance_n400,0,2027291601,True,ok,0.027292281463993172,0.009547275428148712,0.013377395749424653,22.41901365041737,16.63124704684498,0.015013732072017089,0.013426914861153494,0.005254940709242646,0.0005630819863582561,0.012557404902003867,266.2414777060732,400.0,0.010212436552885468,3.191891195797325e-16,3.604415745629477,7,2.42861286636753e-17,-1.0408340855860843e-17,,-0.2925942396114163,1.1278730449435015,2.1171852567384537,0.14928258688334695,7.28583859910259e-17,0.0020919169764965773,ok,0.001,ok,ok,5.329070518200751e-13,0.0005486207608493519,4.746203430272544e-13
sphere_uniform_importance_n400,1,2027291602,True,ok,0.008614625617357255,0.0020420434663188467,0.007607909871930489,6.983094034687346,5.164194568305803,0.4822703692401587,0.4747024717729631,0.39617226713795456,0.22882008971373358,0.49691837423901775,253.86985164093795,400.0,0.01003385912475214,5.462247321119662e-11,3.056911233486591,5,3.533196304972286e-12,1.214306433183765e-17,,-0.045696770400771136,1.1628844945417165,2.131903674807435,0.15475641346197697,6.664729532146474e-12,0.001243250211700797,ok,0.001,ok,ok,1.3877787807814457e-14,0.0006035245570026326,4.697631172945194e-13
sphere_uniform_importance_n400,2,2027291603,True,ok,0.011680137911980176,0.005871231733204616,0.008981870981869252,9.200161621864046,7.070518385731868,0.3038754958803784,0.3126029905401282,0.21544837735068606,0.09610119336105362,0.320783297884615,250.5549088132963,400.0,0.010184407301496709,2.9177570082250526e-11,3.1067557371862327,6,-1.2324613551939478e-11,6.938893903907228e-18,,0.07197435386004702,1.1836946304481588,2.188289552452759,0.15701201220322228,1.612185385191367e-11,0.0013286659959703684,ok,0.001,ok,ok,1.1171619185290638e-13,0.0001512371101460852,4.73232564246473e-13
sphere_uniform_importance_n400,3,2027291604,True,ok,0.007013655544002026,0.0031294529022683915,0.006964605033894523,5.55689364950876,4.178067683234372,0.6103753433018004,0.6151968263655783,0.5240739302166438,0.3459358534729487,0.6081324178041245,256.72808547721337,400.0,0.010450476322975992,2.733993587078487e-12,2.966034133204705,6,-1.2845453867260659e-12,3.469446951953614e-18,,0.027015392846430508,1.206201039370193,2.0143830822293896,0.16040488762945157,1.3094178519246213e-12,0.001468665897846222,ok,0.001,ok,ok,3.840677775812651e-13,0.0012690369405082835,5.408867798095685e-13
sphere_uniform_importance_n400,4,2027291605,True,ok,0.004743916325202548,0.0043129275929040655,0.005813454016744626,3.734870670242869,2.7783239601474903,0.7924321025328044,0.7978638999084529,0.7341155257268739,0.5792725433923311,0.7945994434613609,250.74065728104725,400.0,0.010428993373223566,1.2402700394487098e-12,2.8572879344174766,6,1.3605436222086098e-14,-3.469446951953614e-18,,0.030131194959584606,1.2417752690878454,2.172649135518187,0.16493798551237873,1.093361512438662e-13,0.001575749134644866,ok,0.001,ok,ok,1.1657341758564144e-13,0.0005588095837831819,6.994405055138486e-13
sphere_uniform_importance_n400,5,2027291606,True,ok,0.008635642091860133,0.00302911834160954,0.008849567899398777,7.082246045642047,3.9352157650093345,0.4756789746719561,0.46164174549893194,0.5587805689960463,0.22753366776528078,0.5081121694570294,248.53568395645127,400.0,0.009713579183533227,1.7869784124657784e-10,3.055661155548798,5,-1.219843670519083e-12,1.0408340855860843e-17,,-0.08686618607697039,1.1406013445135754,2.145875905155577,0.15178279209904597,3.223986615868979e-11,0.0014988328330218792,ok,0.001,ok,ok,2.338407245616736e-13,0.0002659114229216497,2.7755575615628914e-15
sphere_uniform_importance_n400,6,2027291607,True,ok,0.005514544608421158,0.002348013438400464,0.00727630917954074,4.503804432482008,2.2687358773217583,0.7212084223375038,0.7122978333841928,0.8108476062343345,0.491792605640228,0.7453774785834537,245.2463563251605,400.0,0.009743369177804967,9.650223675716774e-11,2.93622318628734,5,-2.650457978092824e-13,-2.6020852139652106e-18,,-0.04608437287254086,1.1380666440436527,2.0038327183337703,0.15152734407834734,1.1646659331399078e-11,0.001579000847414136,ok,0.001,ok,ok,4.5449755070592346e-13,0.0008672410200800673,2.55351295663786e-13
sphere_uniform_importance_n400,7,2027291608,True,ok,0.003667165993874127,0.0030589570708834547,0.005089709100138995,2.9153726945224387,2.138957129687951,0.8670735428745804,0.8684162343606957,0.8296027772907202,0.710201675276152,0.8691640064702382,252.56975819248692,400.0,0.010438383939119658,1.9201380069278073e-10,2.8261644256033605,5,-7.11531528141407e-14,1.3010426069826053e-18,,0.009180050288431385,1.2102486605407752,2.1880082960685163,0.1609613662739271,3.352809696544057e-11,0.0014499577227979898,ok,0.001,ok,ok,2.914335439641036e-14,0.0008941700204254666,1.6306400674181987e-13
sphere_uniform_importance_n400,8,2027291609,True,ok,0.00463297754431651,0.0052788503983078276,0.005573358744974469,3.708568533234155,2.8315480130605257,0.8036008544400366,0.8033567287152884,0.7259367676347035,0.592414506731523,0.8020706405575313,251.29731380895288,400.0,0.010085137404398899,5.556163168440875e-13,2.894378738351229,6,-1.1147333056626962e-14,0.0,,-0.0010932488904735749,1.1788567540436128,1.9786818367266918,0.15648531079150887,6.427844367884461e-14,0.0015548341907560825,ok,0.001,ok,ok,9.71445146547012e-14,0.0010770892386999797,1.3808398868775384e-13
sphere_uniform_importance_n400,9,2027291610,True,ok,0.012480745853586182,0.007478069707843336,0.00979864779812341,10.051183766668695,6.788158449220354,0.2858712236801953,0.2819041806530363,0.23687795932331357,0.07567287062082914,0.2570818149738118,262.04011345722006,400.0,0.010539381332397096,3.229694983675202e-11,3.1965332943581077,6,6.8077661563581415e-12,2.949029909160572e-17,,-0.03329354189987477,1.2622503792543345,2.3429600718544026,0.167393087042509,2.7205737662683305e-12,0.002766041085124016,ok,0.001,ok,ok,8.326672684688674e-14,0.0001547581721616509,3.122502256758253e-14
sphere_uniform_importance_n400,10,2027291611,True,ok,0.007010620982398691,0.005608098128370145,0.006587611857322508,5.634877091625823,4.55407413687055,0.6003051571559354,0.5977418370460788,0.4726812658255046,0.34619542213717114,0.6016565184211787,259.9212867502279,400.0,0.009591106160924972,3.661310837843601e-12,3.001374325334375,6,5.56703121101787e-13,-8.673617379884035e-18,,-0.013190152853435055,1.2266059611121634,2.099964041671054,0.16277189176734386,2.721642355929532e-13,0.0015681658405810595,ok,0.001,ok,ok,8.881784197001252e-14,0.0012389807975423661,
sphere_uniform_importance_n400,11,2027291612,True,ok,0.016266214376295086,0.01039581554495142,0.010109590231361192,12.789657888622807,11.266919509533228,0.14592615196826367,0.15373817516020752,0.04633719599473243,0.023257513865110505,0.12968532112853903,261.97506881259454,400.0,0.01062701075523894,1.9357783431761533e-10,3.3063662552121365,6,-1.3260229719813665e-11,6.938893903907228e-18,,0.11165680620663121,0.9379237716747219,2.4647286837616447,0.12389987743729129,2.4340078563778178e-11,0.0018301259260624647,ok,0.001,ok,ok,1.3877787807814457e-13,0.00017452398577755268,
sphere_uniform_importance_n400,12,2027291613,True,ok,0.008649118652708319,0.0011736990253074053,0.008542979068684184,6.752289333271882,4.373201571341765,0.4970399755874275,0.5093072932560269,0.4970256967372294,0.2267119781840695,0.5112732078387309,246.82914998844072,400.0,0.01023765960216276,1.4681721116627244e-11,2.975645669762432,5,2.716948194203539e-12,-3.469446951953614e-18,,0.08350279444738629,1.1723282113786682,2.0882310044321475,0.1561589401832909,2.7908161892575833e-12,0.0013731250073760748,ok,0.001,ok,ok,6.661338147750939e-14,0.00011430367466869207,
sphere_uniform_importance_n400,13,2027291614,True,ok,0.00986120524965727,0.006176014936477974,0.008663155619459996,7.896637526496432,5.344585878421217,0.40164784864205066,0.40103753433018,0.3752886045904089,0.16246212994306894,0.40291807379244204,258.96263023667296,400.0,0.009679298039048632,1.311757560212845e-11,3.084237019802066,6,-6.781936123800847e-13,-1.734723475976807e-18,,-0.003836663385308192,1.0946202547883033,1.9285907565968199,0.14540289477976845,2.6536342567773374e-12,0.001390916993841529,ok,0.001,ok,ok,1.8457457784393227e-13,0.00020148837368089145,
sphere_uniform_importance_n400,14,2027291615,True,ok,0.0024650013584863358,0.015267471095251593,0.004764384374004562,1.945759694217557,1.1368068971979093,0.9465974977113213,0.9483674092157461,0.9507943047645636,0.8530055046542522,0.9390327293917727,255.4981458614644,400.0,0.010900082938223268,2.874298021815491e-13,2.820163821882818,6,3.5648567431323386e-14,8.673617379884035e-19,,0.01312069628575574,1.2654994580887222,2.2537682020125973,0.1670033625867114,1.4085260735541283e-13,0.0016454169526696205,ok,0.001,ok,ok,7.077671781985373e-14,0.000811148015729457,
sphere_uniform_importance_n400,15,2027291616,True,ok,0.009515619412304641,0.0039213303437873395,0.00906376227300043,7.796360527402476,4.5095617128526015,0.43039365273115654,0.41586817210863597,0.4786051339560867,0.17892457636648032,0.42177734121878785,260.1990361142752,400.0,0.010293050157172528,1.6186760265490818e-11,3.0857922951881553,6,4.3819115003174147e-13,1.734723475976807e-18,,-0.0919324987793817,1.2367344132943383,1.9839047752185535,0.16440050065207643,2.9739752327451185e-12,0.0019141659140586853,ok,0.001,ok,ok,4.996003610813204e-13,0.0013383099476906857,
sphere_uniform_importance_n400,16,2027291617,True,ok,0.002608335910554163,0.018580237462704333,0.0046704363931366856,2.0698295836719063,1.2906792407025667,0.9411657003356728,0.9419591089411047,0.9358878497874293,0.8370274925146912,0.9317247009602045,255.11613485781146,400.0,0.011078127736195752,1.4326734243397254e-13,2.8708916244499125,6,-9.636388909051163e-16,-3.903127820947816e-18,,0.008419572385712115,1.237310383807611,2.3112370673391984,0.16297835242794073,4.6053438840232275e-14,0.001704373862594366,ok,0.001,ok,ok,1.1102230246251565e-14,0.0008266552161220186,
sphere_uniform_importance_n400,17,2027291618,True,ok,0.01721186957767839,0.0032001742857117235,0.013062653838045812,13.873792529738772,7.431279054191882,0.12047604516325908,0.11766859932865426,0.190489894440297,0.017141845408896562,0.1373829253067132,242.9128305708006,400.0,0.010106488617382968,1.9020110486600572e-10,3.3000538765232723,5,2.6061926922116285e-11,-2.0816681711721685e-17,,-0.05214843379803025,1.0783511048969876,2.263311360836892,0.14347747231791858,4.0156377355271555e-11,0.001525375060737133,ok,0.001,ok,ok,5.273559366969494e-13,0.0012456867397731136,
sphere_uniform_importance_n400,18,2027291619,True,ok,0.012057929283082816,0.012720628625655518,0.009742654800466172,9.89445892843006,6.253223325809904,0.3073542874580409,0.29288983826670734,0.28235315205679123,0.08589902799152982,0.2936857731162751,254.22849854032563,400.0,0.010800623055365832,1.8467952861422887e-11,3.2573375752505753,6,6.59040010064782e-12,-6.938893903907228e-18,,-0.12405775098190386,1.2516358044651787,2.2595406197437877,0.16488701035665465,8.489549341295088e-12,0.001647207885980606,ok,0.001,ok,ok,1.9845236565174673e-13,0.00024294769156923968,
sphere_uniform_importance_n400,19,2027291620,True,ok,0.005207950354796553,0.010215172558522324,0.006345056591878983,4.133097137741709,2.8286451790619904,0.7614281354897773,0.7634421727189502,0.7263832097988113,0.5257213875928953,0.7408535109199872,262.5209396733245,400.0,0.010907906847589523,1.0809547701384759e-12,2.9462054235495163,6,-2.1369971764384488e-13,1.734723475976807e-18,,0.016631573047766413,1.2581689473690203,2.0871114020707364,0.16636335567577856,3.847616669716558e-14,0.0019357088021934032,ok,0.001,ok,ok,2.983724378680108e-13,0.00027031624263440523,
sphere_uniform_importance_n400,20,2027291621,True,ok,0.0057218128572558875,0.006144389579548465,0.006937712075062041,4.537396312530467,2.823146908772004,0.72938663411657,0.732377174244736,0.7272287096537581,0.46958820384414324,0.7061273202407135,258.6737089479174,400.0,0.010925708471651877,1.024028084550821e-12,2.944062056820099,6,-3.994591116218693e-13,3.469446951953614e-18,,0.02002698663712188,1.262834259076319,2.0042457202630537,0.16777879709922128,2.1436671882035796e-13,0.001433375058695674,ok,0.001,ok,ok,2.9976021664879227e-13,0.0013398819002646833,
sphere_uniform_importance_n400,21,2027291622,True,ok,0.01726255566936936,0.013938129894705335,0.010721121357341342,13.781229404838244,10.69202418585283,0.11638693927372597,0.1171193164479707,0.057839969352078704,0.016862142533878906,0.10416389345999358,264.3133349873933,400.0,0.010282524766263098,8.639430143508875e-11,3.383758187236495,6,-1.1211250677822804e-11,-3.469446951953614e-18,,0.014407565328622418,1.0907210289147113,2.081364043129504,0.1435108820016332,1.7441839639253942e-11,0.0013802500907331705,ok,0.001,ok,ok,3.400058012914542e-13,0.0007881172342673465,
sphere_uniform_importance_n400,22,2027291623,True,ok,0.0016695345885424338,0.007127003406445776,0.0037992763051982667,1.3210262974753335,0.8088889296559358,0.9726579188281965,0.9735123588648154,0.9764629183846081,0.9312232736029187,0.9745346101808786,251.0213632869466,400.0,0.009516368907656437,2.213507155346406e-14,2.719890415989704,6,1.6050528961475408e-15,3.0357660829594124e-18,,0.007300686679306834,1.1591934590070285,2.206408300271834,0.15368080540135814,4.5449755070592346e-15,0.0013067082036286592,ok,0.001,ok,ok,8.673617379884035e-14,0.0006268524077012172,
sphere_uniform_importance_n400,23,2027291624,True,ok,0.01258170982709223,0.0016271028419863353,0.010771825635847712,10.010994111329985,5.666371806711345,0.2697589258468111,0.2725053402502289,0.3400472026470984,0.07340412323626755,0.29841639571604783,241.660521466624,400.0,0.010232252131716314,4.517025642414296e-11,3.1490313645935886,5,-1.3185555078343292e-11,-1.214306433183765e-17,,0.027186875171898883,1.1411194944271605,2.087896133570115,0.151991295002616,1.4758319566432476e-11,0.0015801249537616968,ok,0.001,ok,ok,5.370703881624195e-13,0.0012025157815820364,
sphere_uniform_importance_n400,24,2027291625,True,ok,0.006818620070845668,0.0037203575729713124,0.007488230848961675,5.554374013540036,3.4490473188261674,0.6264876411351846,0.617882209337809,0.6311110524797675,0.3629170442415614,0.6196577001003614,258.45936914460674,400.0,0.010687718488702308,2.4548245380895395e-12,2.996638414542151,6,8.023191486183912e-13,7.806255641895632e-18,,-0.04973897843175079,1.1951739991504062,2.4425835558017037,0.1589797872739006,1.0000368588780617e-12,0.0015029169153422117,ok,0.001,ok,ok,5.575401251789458e-13,0.00051695169024224,
sphere_uniform_importance_n400,25,2027291626,True,ok,0.018482489752623905,0.002434207907565691,0.012344724170870819,14.227914262516293,9.883212433422745,0.10790357033872444,0.12145254806225206,0.07861281515568097,0.011316991635033921,0.10646407652540439,245.25663039128784,400.0,0.0101453785630916,1.0649708198640084e-10,3.251465369416074,6,4.85722573273506e-17,0.0,,0.2790387697914154,1.1597777070150992,2.461761132269901,0.15433131062123628,1.345223238358173e-11,0.001499334117397666,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,26,2027291627,True,ok,0.006237013151234569,0.002312264928188067,0.006889502066569603,4.9929092099810415,3.3151560776319555,0.6739090631675313,0.673542874580409,0.6515221054922897,0.41714945169263495,0.6746264534221907,253.69508951493145,400.0,0.010183233110103943,7.310212851718845e-11,2.9453468213911083,5,-6.395144830362298e-14,2.6020852139652106e-18,,-0.0016493444966934057,1.2234440799594823,2.002422287281885,0.16282369181781403,1.0953743120878379e-11,0.0011656670831143856,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,27,2027291628,True,ok,0.01432714764403073,0.006441263864270706,0.010405891412917902,11.595878282296589,7.906540245429287,0.2105584375953616,0.20494354592615197,0.1614621517272855,0.042956202726448595,0.1937948670813626,257.5966131977414,400.0,0.010904704359428669,5.5323903444537414e-11,3.2764197494517697,6,2.3736443366395577e-11,-6.938893903907228e-18,,-0.06708008353600192,1.1866318970411822,2.303963050583721,0.15737411974188864,1.6716177053677228e-11,0.0013135832268744707,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,28,2027291629,True,ok,0.004761838558187797,0.0022276804445275026,0.005840785919815975,3.863454972587924,2.7421429960916446,0.7821788220933781,0.7766249618553555,0.7396656917061241,0.5771606057164101,0.7954928518261699,249.16506570850095,400.0,0.010174517082572429,5.8639725020182e-11,2.9031182244110294,5,2.0336336781223707e-13,-1.734723475976807e-18,,-0.02699206301884316,1.2035804255682228,2.056874959675369,0.16016374762572316,9.43749505627478e-12,0.0011646668426692486,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,29,2027291630,True,ok,0.013154338000731871,0.012111325794169323,0.009282960129867223,10.377928944917064,8.526127034443988,0.21544095209032652,0.22172718950259385,0.12952480598166072,0.06169101141992624,0.2405615714482676,256.25786574637436,400.0,0.009875844828978624,4.160395639107861e-11,3.1709552567830896,6,-1.8679530144893874e-11,-6.938893903907228e-18,,0.07277072783421623,1.0609568893564498,1.888704497841775,0.1403359730988359,2.911325347465521e-11,0.0013122500386089087,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,30,2027291631,True,ok,0.011370636617155334,0.0017602662523376411,0.009394553230462567,9.019819944099584,6.113015218751144,0.30033567287152885,0.3050961245041196,0.29537689131361566,0.10527609334736124,0.3187762601436638,258.2516615496612,400.0,0.009721902257477582,2.8686667624677753e-11,3.114600549752334,5,-1.0420570656366479e-11,0.0,,0.038344674812341495,1.1795917091914117,2.100994630164693,0.1570338080393848,1.0533674627000167e-11,0.0011477500665932894,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,31,2027291632,True,ok,0.022451791161588096,0.008757173304443096,0.011798333814827,17.53887565408737,15.68418479615641,0.045407384803173634,0.050045773573390295,0.007806039799293297,0.0029951302253803705,0.03523620767171733,266.5148773666171,400.0,0.009808288035643325,3.469446951953614e-16,3.4852280373823077,7,4.5102810375396984e-17,0.0,,0.21127863759155296,0.983272734005086,2.174057291482224,0.12992729280066492,6.591949208711867e-17,0.0014240832533687353,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,32,2027291633,True,ok,0.0037552008524657406,0.008247815491231845,0.005734742857631345,3.0291793880169062,1.7737490802811324,0.8517546536466281,0.8492523649679585,0.8794807625734211,0.699344340868146,0.8672212148464707,248.59238233090835,400.0,0.009751730402194361,2.1860638299564528e-13,2.8727548440605344,6,7.262853513045897e-14,4.7704895589362195e-18,,-0.012509353022156944,1.194317366907616,2.1034480373160065,0.15820114154290213,7.607803276243885e-14,0.0013115841429680586,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,33,2027291634,True,ok,0.0035351634392084205,0.01056729364683727,0.006048988950917168,2.860230377614353,1.4228095625954282,0.872627403112603,0.8702471772963076,0.9218019856007559,0.7264623222753459,0.8802100429730343,250.07444548259176,400.0,0.01023176402219702,2.0282039936425633e-13,2.9003118714114025,6,6.169197097616319e-14,5.204170427930421e-18,,-0.016049813123808265,1.207886220297455,2.330908238488294,0.15959894151327672,4.755570937042819e-14,0.0013094998430460691,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,34,2027291635,True,ok,0.035647401941227466,0.007903200174605243,0.015558181536947779,27.361778033272568,23.70434102592243,0.003295697284101312,0.0040891058895331095,0.0002474334696889978,2.8823609413055445e-05,0.0023528925439579716,259.8735814864736,400.0,0.010253502139036036,6.730727086790012e-16,3.7687607051275647,7,2.498001805406602e-16,-2.0816681711721685e-17,,0.5780717598547032,0.9472642904044883,2.021203000511573,0.12532628115255479,2.636779683484747e-16,0.001457500969991088,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,35,2027291636,True,ok,0.0019138997621337209,0.0048998089183622424,0.003937747737771327,1.53719102630273,0.9619299241772922,0.9652731156545621,0.9649069270674397,0.9655775713554486,0.9094508984709819,0.9648412702055291,253.76886753461545,400.0,0.010314510789182668,1.7792191331356122e-14,2.7595226264614894,6,3.0682921481339775e-15,4.9873299934333204e-18,,-0.0030356082978766352,1.2396020881423473,1.8907416774878805,0.1645544076154397,2.005340338229189e-15,0.0013190419413149357,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,36,2027291637,True,ok,0.0062201734114470985,0.0006710427284325499,0.00732768324162787,5.070700548477805,2.8814905247924227,0.6768385718645102,0.6673787000305157,0.7182503959489838,0.41879919573678515,0.6819812228759219,250.5412269310072,400.0,0.010314517152738633,1.7938567298259045e-12,2.964328318076654,5,4.1897735281182236e-13,-7.806255641895632e-18,,-0.04728090966006304,1.3516245619858491,2.0936425316142424,0.18011073468724847,4.36730512864969e-13,0.001161874970421195,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,37,2027291638,True,ok,0.006987052512551367,0.0003453650192910161,0.007001921123373908,5.616465935288728,3.9884226689527242,0.6045163259078425,0.6013426914861153,0.5510840113256472,0.3482163998687843,0.601492518362427,260.87651041382037,400.0,0.010030360919752762,3.4960610795220504e-12,2.9765849989109348,5,6.077360836798107e-13,-8.673617379884035e-19,,-0.013411962623817164,1.2632308901658083,1.8067618793756866,0.1683790575389428,5.890531118435405e-13,0.0011600840371102095,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,38,2027291639,True,ok,0.002335556412722418,0.001608251701056133,0.004554760395098205,1.881847907504911,1.0718901727265542,0.9439731461702777,0.9431187061336588,0.956561448771735,0.8670322424842882,0.9485246850101632,248.63865253952915,400.0,0.010207138780942,2.060789733304702e-11,2.7738493624056786,5,1.0331145661179875e-14,5.204170427930421e-18,,-0.006701388663488461,1.1281311333769846,2.1491228850696213,0.15023332582678905,2.5651520837999264e-12,0.0011652079410851002,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,39,2027291640,True,ok,0.0031277075539011025,0.00350857032558859,0.0050335107229492766,2.509739524407733,1.5772091880270551,0.9043637473298749,0.9035093072932561,0.9039915973357084,0.7761688254398271,0.8994441418501254,258.15704521825967,400.0,0.010692998436072926,1.1554993073481512e-13,2.826981961987623,6,1.62604305020686e-14,-8.673617379884035e-19,,-0.0037867406434255457,1.3195942328358983,2.0708381312398267,0.1755318834630333,6.036837696399289e-15,0.0013192910701036453,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,40,2027291641,True,ok,0.007871533370867784,0.006211939341918063,0.008514929955607415,6.336250853168805,3.5009317844830847,0.5481843149221849,0.5439121147390906,0.6232466415680946,0.2783622417586148,0.5555353326810273,251.3873925151569,400.0,0.010426281997283795,5.320945073439276e-12,3.050587233872441,6,1.1962375534579905e-12,-6.938893903907228e-18,,-0.0195120782372884,1.2519103443511805,2.027762197821684,0.16601982400461648,5.72555891587001e-13,0.0013338741846382618,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,41,2027291642,True,ok,0.0037340752280173427,0.004648013598507838,0.005346061466460692,3.018726400612591,1.9675532726361167,0.8494354592615196,0.8473603906011596,0.8536162065981456,0.7019500562813199,0.8591242081868282,258.05550474925525,400.0,0.009716244946809288,2.1803045480162098e-13,2.8711514616985854,6,8.27758001031853e-14,4.336808689942018e-19,,-0.015733109099358433,1.2822621809896455,1.865015412139366,0.17028584744830064,7.639028298811468e-14,0.001307999948039651,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,42,2027291643,True,ok,0.002935479600882651,0.0018792263804801794,0.0046619009036976584,2.3425304146420762,1.6311191729591867,0.9146780592004883,0.9149832163564235,0.8974607321755103,0.7991351716330095,0.9150045799526748,252.62703720433956,400.0,0.01055910685252304,4.1080687462891063e-11,2.7965254487201223,5,-1.6230506522108e-14,4.336808689942018e-19,,0.002926633032022341,1.2556256680864004,2.0338576747300894,0.16714074687829147,4.780801188958295e-12,0.0011620000004768372,not_checked,0.001,not_checked,not_checked,,,
sphere_uniform_importance_n400,43,2027291644,True,ok,0.00935192781907341,0.003367775060813683,0.008620218611399324,7.615540468910311,4.819872426504507,0.44858101922490085,0.43832773878547454,0.43825654246795687,0.187218766502323,0.44238333936609264,255.95372585615897,400.0,0.01051792810134154,7.723710560014752e-12,3.0876202767551963,6,4.785175727883839e-12,0.0,,-0.0669991068257918,1.1834023674692598,2.052410467525366,0.15731670453666488,4.869774722360276e-12,0.0013242908753454685,not_checked,0.001,not_checked,not_checked,,,
